seed,method,candidate,order,fallback,invalid_errors,train_loss,val_loss,test_loss,train_fid,val_fid,test_fid
0,LLM-chat-frozen,L1_chain_funnel,1,False,,0.0642791309939299,0.04464227849804325,0.06743694101417363,0.9357208690060701,0.9553577215019567,0.9325630589858264
0,LLM-chat-frozen,L2_pair_then_funnel,2,False,,0.028580366009454128,0.019778666679008516,0.03244345530180481,0.9714196339905459,0.9802213333209915,0.9675565446981952
0,LLM-chat-frozen,L3_local_sweep_left,3,False,,0.057223552496016294,0.04921606461801542,0.06623680151860256,0.9427764475039837,0.9507839353819846,0.9337631984813974
0,LLM-chat-frozen,L4_latent_targets,4,False,,0.03235012538332316,0.024802590580502937,0.035994929080244265,0.9676498746166768,0.9751974094194971,0.9640050709197557
0,LLM-chat-frozen,L5_pair_disentangle,5,False,,0.04459510079666007,0.03405660953463163,0.051319022858773655,0.9554048992033399,0.9659433904653684,0.9486809771412263
0,LLM-chat-frozen,L6_bidirectional_local,6,False,,0.04543035139612106,0.035877741857751055,0.05255750254576208,0.9545696486038789,0.964122258142249,0.9474424974542379
0,LLM-chat-frozen,L7_real_plus_phase_check,7,False,,0.09118604774840966,0.0549753247093232,0.08072831792804136,0.9088139522515903,0.9450246752906768,0.9192716820719586
0,LLM-chat-frozen,L8_real_plus_x_check,8,False,,0.09107859782393812,0.05499480009053637,0.08069536641004582,0.9089214021760619,0.9450051999094636,0.9193046335899542
0,LLM-API-open,real-left-pull,1,False,,0.057223552496016294,0.04921606461801542,0.06623680151860256,0.9427764475039837,0.9507839353819846,0.9337631984813974
0,LLM-API-open,real-right-pull,2,False,,0.046889525212652106,0.03108868063602588,0.04871167977043933,0.9531104747873479,0.9689113193639741,0.9512883202295607
0,LLM-API-open,mixed-real-bridge,3,False,,0.04657009428814107,0.035489545626914976,0.05217969180629756,0.9534299057118589,0.964510454373085,0.9478203081937024
0,LLM-API-open,edge-to-center,4,False,,0.051422226050349185,0.04031313300471673,0.05959671770282138,0.9485777739496508,0.9596868669952833,0.9404032822971786
0,LLM-API-open,center-to-latent,5,False,,0.025184507581293314,0.020170284572222585,0.029659154577328373,0.9748154924187067,0.9798297154277774,0.9703408454226716
0,LLM-API-open,staggered-real,6,False,,0.05271758697772477,0.0401002551148224,0.059795858894676535,0.9472824130222752,0.9598997448851776,0.9402041411053235
0,LLM-API-open,inward-sweep,7,False,,0.055390239069795344,0.04264793701493763,0.06217647228999035,0.9446097609302047,0.9573520629850624,0.9378235277100097
0,LLM-API-open,latent-bias,8,False,,0.15825068039155044,0.12245639597468905,0.14799733172785623,0.8417493196084496,0.877543604025311,0.8520026682721438
0,Random,R1,1,False,,0.4419054819324808,0.45000301677541854,0.4516137178548504,0.5580945180675192,0.5499969832245815,0.5483862821451496
0,Random,R2,2,False,,0.5215021757059841,0.5178863391039614,0.5211970208796183,0.4784978242940159,0.48211366089603863,0.4788029791203817
0,Random,R3,3,False,,0.08491802152479311,0.06368741600258387,0.08370930797704723,0.9150819784752069,0.9363125839974161,0.9162906920229528
0,Random,R4,4,False,,0.4450147666011661,0.45264055898437383,0.45387701188526797,0.5549852333988339,0.5473594410156262,0.546122988114732
0,Random,R5,5,False,,0.2573396453449659,0.3071931249911414,0.2930651011251031,0.7426603546550341,0.6928068750088586,0.7069348988748969
0,Random,R6,6,False,,0.22073029175011205,0.16154779768717342,0.19013646173723253,0.779269708249888,0.8384522023128266,0.8098635382627675
0,Random,R7,7,False,,0.1377446448346875,0.12401390398950485,0.1376386313446767,0.8622553551653125,0.8759860960104952,0.8623613686553233
0,Random,R8,8,False,,0.3317976419497073,0.3721088551549002,0.36270821803908526,0.6682023580502927,0.6278911448450998,0.6372917819609147
0,RY-random,R1,1,False,,0.04720720800594436,0.03890519852072494,0.056239441037011284,0.9527927919940556,0.9610948014792751,0.9437605589629887
0,RY-random,R2,2,False,,0.06767320764661822,0.06068945081039123,0.07689673578537615,0.9323267923533818,0.9393105491896088,0.9231032642146239
0,RY-random,R3,3,False,,0.0743420781177091,0.06667889854222053,0.08404888757214213,0.9256579218822909,0.9333211014577795,0.9159511124278579
0,RY-random,R4,4,False,,0.09852961577922392,0.06271502609450186,0.08597102539647228,0.9014703842207761,0.9372849739054981,0.9140289746035277
0,RY-random,R5,5,False,,0.13500484548677372,0.11506783725364433,0.1322498032767906,0.8649951545132263,0.8849321627463557,0.8677501967232094
0,RY-random,R6,6,False,,0.20094890241803087,0.14812746683058897,0.17415465316113576,0.7990510975819691,0.851872533169411,0.8258453468388642
0,RY-random,R7,7,False,,0.05029344737432084,0.040811775839367015,0.05214848782314885,0.9497065526256792,0.959188224160633,0.9478515121768512
0,RY-random,R8,8,False,,0.08779967690821322,0.07684599185512131,0.08965241555340975,0.9122003230917868,0.9231540081448787,0.9103475844465903
0,Evolutionary,E_init1,1,False,,0.10789795705099947,0.08667922019175833,0.10480645875177652,0.8921020429490005,0.9133207798082417,0.8951935412482235
0,Evolutionary,E_init2,2,False,,0.368599287878004,0.3839772795553842,0.3884741377158134,0.631400712121996,0.6160227204446158,0.6115258622841866
0,Evolutionary,E_init3,3,False,,0.3115552360158498,0.3164198874877838,0.326973022167812,0.6884447639841502,0.6835801125122162,0.673026977832188
0,Evolutionary,E_init4,4,False,,0.5504235362217749,0.5436436973329541,0.547094039019768,0.44957646377822513,0.45635630266704585,0.45290596098023195
0,Evolutionary,E_child1,5,False,,0.1081601660094147,0.08640584777533655,0.10472239210610401,0.8918398339905853,0.9135941522246634,0.895277607893896
0,Evolutionary,E_child2,6,False,,0.3115828278762639,0.3164490254074709,0.3270006904632352,0.6884171721237361,0.6835509745925291,0.6729993095367648
0,Evolutionary,E_child3,7,False,,0.10812338149408807,0.0864950500899827,0.10474527921913734,0.8918766185059119,0.9135049499100173,0.8952547207808627
0,Evolutionary,E_child4,8,False,,0.45205465730445193,0.4543782504342403,0.4592854347884042,0.5479453426955481,0.5456217495657597,0.5407145652115958
0,Reference-QAE,textbook_brickwork,1,False,,0.12163345788558733,0.08616380645950228,0.11081430019788008,0.8783665421144127,0.9138361935404977,0.8891856998021199
1,LLM-chat-frozen,L1_chain_funnel,1,False,,0.07704696408521983,0.07219704421982642,0.07565376179150851,0.9229530359147802,0.9278029557801736,0.9243462382084915
1,LLM-chat-frozen,L2_pair_then_funnel,2,False,,0.03095937521029679,0.03790702980654659,0.031114476425592952,0.9690406247897032,0.9620929701934534,0.968885523574407
1,LLM-chat-frozen,L3_local_sweep_left,3,False,,0.07989832745253866,0.08017214572225717,0.0794367510735059,0.9201016725474613,0.9198278542777428,0.9205632489264941
1,LLM-chat-frozen,L4_latent_targets,4,False,,0.03611611417165572,0.04076360831423409,0.0360669649365819,0.9638838858283443,0.9592363916857659,0.9639330350634181
1,LLM-chat-frozen,L5_pair_disentangle,5,False,,0.04935875455423944,0.06027141455074947,0.049872841467784035,0.9506412454457606,0.9397285854492505,0.950127158532216
1,LLM-chat-frozen,L6_bidirectional_local,6,False,,0.06064492034128888,0.06523788404942543,0.06043393311775147,0.9393550796587111,0.9347621159505746,0.9395660668822485
1,LLM-chat-frozen,L7_real_plus_phase_check,7,False,,0.08270629181485278,0.07175841757311174,0.08057861278689926,0.9172937081851472,0.9282415824268883,0.9194213872131007
1,LLM-chat-frozen,L8_real_plus_x_check,8,False,,0.08283316472616342,0.07168084193110913,0.08068222786876833,0.9171668352738366,0.9283191580688909,0.9193177721312317
1,LLM-API-open,real-left-pull,1,False,,0.07989832745253866,0.08017214572225717,0.0794367510735059,0.9201016725474613,0.9198278542777428,0.9205632489264941
1,LLM-API-open,real-right-pull,2,False,,0.05723439027322885,0.056567370593133326,0.056426037561853715,0.9427656097267711,0.9434326294068667,0.9435739624381463
1,LLM-API-open,mixed-real-bridge,3,False,,0.054246946846430166,0.061766147743996136,0.054420715104994244,0.9457530531535698,0.9382338522560039,0.9455792848950058
1,LLM-API-open,edge-to-center,4,False,,0.06461895196523026,0.07696839834331204,0.0652430057995752,0.9353810480347697,0.923031601656688,0.9347569942004248
1,LLM-API-open,center-to-latent,5,False,,0.028387451865081292,0.036479445726991355,0.028707221496221846,0.9716125481349187,0.9635205542730086,0.9712927785037782
1,LLM-API-open,staggered-real,6,False,,0.05798975223175895,0.06739743210863869,0.05832275286544031,0.942010247768241,0.9326025678913613,0.9416772471345597
1,LLM-API-open,inward-sweep,7,False,,0.06405649715867545,0.07373751510998472,0.06440001760501901,0.9359435028413245,0.9262624848900153,0.935599982394981
1,LLM-API-open,latent-bias,8,False,,0.15449394608341782,0.13196190695063825,0.15099538403147517,0.8455060539165822,0.8680380930493617,0.8490046159685248
1,Random,R1,1,False,,0.4522342707435629,0.46750829857439336,0.45361391796404726,0.5477657292564371,0.5324917014256066,0.5463860820359527
1,Random,R2,2,False,,0.17478678782897628,0.14387658077775267,0.17040653614328105,0.8252132121710237,0.8561234192222473,0.829593463856719
1,Random,R3,3,False,,0.14129893381421732,0.11802805194464028,0.13767160139944412,0.8587010661857827,0.8819719480553597,0.8623283986005559
1,Random,R4,4,False,,0.33177948013184744,0.39011429085177785,0.3379945950685136,0.6682205198681526,0.6098857091482222,0.6620054049314864
1,Random,R5,5,False,,0.3712991865830233,0.4175021636371077,0.3766457335562874,0.6287008134169767,0.5824978363628923,0.6233542664437126
1,Random,R6,6,False,,0.2173736459325416,0.17087580262658741,0.21129345157149637,0.7826263540674584,0.8291241973734126,0.7887065484285036
1,Random,R7,7,False,,0.11117236115191187,0.08954101959510063,0.1078416739050787,0.8888276388480881,0.9104589804048994,0.8921583260949213
1,Random,R8,8,False,,0.16450748102411583,0.12645373378839564,0.1596740573609896,0.8354925189758842,0.8735462662116044,0.8403259426390104
1,RY-random,R1,1,False,,0.12644083856845278,0.123351129286012,0.12532516743596334,0.8735591614315472,0.876648870713988,0.8746748325640367
1,RY-random,R2,2,False,,0.05368072486022446,0.055460998507838255,0.05349664299128232,0.9463192751397755,0.9445390014921617,0.9465033570087177
1,RY-random,R3,3,False,,0.08250668165933983,0.07762805200981726,0.08112264445524953,0.9174933183406602,0.9223719479901827,0.9188773555447505
1,RY-random,R4,4,False,,0.1048189085248864,0.09678878119900636,0.10288152511077686,0.8951810914751136,0.9032112188009936,0.8971184748892231
1,RY-random,R5,5,False,,0.14960968510360095,0.12543594014473103,0.14600024241277443,0.850390314896399,0.874564059855269,0.8539997575872256
1,RY-random,R6,6,False,,0.04789392119123792,0.06348589125562965,0.04894888112769258,0.9521060788087621,0.9365141087443704,0.9510511188723074
1,RY-random,R7,7,False,,0.05131149581089178,0.057412194752780366,0.05135746937878005,0.9486885041891082,0.9425878052472196,0.94864253062122
1,RY-random,R8,8,False,,0.02888500233978375,0.0375708817209599,0.02927269633168117,0.9711149976602163,0.9624291182790401,0.9707273036683188
1,Evolutionary,E_init1,1,False,,0.38240709214176016,0.42070176094514844,0.3860550055195273,0.6175929078582398,0.5792982390548516,0.6139449944804727
1,Evolutionary,E_init2,2,False,,0.527692027681414,0.531039816579135,0.5277057669018653,0.472307972318586,0.46896018342086493,0.4722942330981347
1,Evolutionary,E_init3,3,False,,0.11922127637445912,0.10366757905470447,0.11715156968254448,0.8807787236255409,0.8963324209452955,0.8828484303174555
1,Evolutionary,E_init4,4,False,,0.13057816817138213,0.11359647379341864,0.12759050718342602,0.8694218318286179,0.8864035262065814,0.872409492816574
1,Evolutionary,E_child1,5,False,,0.16812197582634747,0.14118454795315938,0.1641228508015522,0.8318780241736525,0.8588154520468406,0.8358771491984478
1,Evolutionary,E_child2,6,False,,0.1308898768799337,0.11170753847889081,0.12764930081305326,0.8691101231200663,0.8882924615211092,0.8723506991869467
1,Evolutionary,E_child3,7,False,,0.11929459366211581,0.10392262064612989,0.11724685386758704,0.8807054063378842,0.8960773793538701,0.882753146132413
1,Evolutionary,E_child4,8,False,,0.13109151535130126,0.11414775694074708,0.12811118308182234,0.8689084846486987,0.8858522430592529,0.8718888169181777
1,Reference-QAE,textbook_brickwork,1,False,,0.11720975707852177,0.09942568983627942,0.114481715699567,0.8827902429214782,0.9005743101637206,0.885518284300433
