arch_seed,logical_two_qubit,model,representation,runtime_s,swap_est,train_size,transpiled_depth,transpiled_two_qubit
5002,4,M5_frozen,R2_pca8,25.56,2,2000,20,14
5003,0,M3_product,R2_pca8,13.56,0,2000,4,0
5003,4,M4_entangled,R2_pca8,31.23,1,2000,17,12
5003,4,M5_frozen,R2_pca8,30.14,1,2000,17,12
5004,0,M3_product,R2_pca8,31.57,0,2000,4,0
5004,4,M4_entangled,R2_pca8,11.66,1,2000,17,12
5004,4,M5_frozen,R2_pca8,11.42,1,2000,17,12
5000,0,M3_product,R2_pca8,37.9,0,5000,4,0
5000,8,M4_entangled,R2_pca8,36.7,5,5000,38,32
5000,8,M5_frozen,R2_pca8,84.93,5,5000,38,32
5001,0,M3_product,R2_pca8,65.79,0,5000,4,0
5001,4,M4_entangled,R2_pca8,32.91,1,5000,18,12
5001,4,M5_frozen,R2_pca8,31.78,1,5000,18,12
5002,0,M3_product,R2_pca8,65.09,0,5000,4,0
5002,4,M4_entangled,R2_pca8,85.37,2,5000,20,14
5002,4,M5_frozen,R2_pca8,66.95,2,5000,20,14
5003,0,M3_product,R2_pca8,27.37,0,5000,4,0
5003,4,M4_entangled,R2_pca8,81.17,1,5000,17,12
5003,4,M5_frozen,R2_pca8,68.19,1,5000,17,12
5004,0,M3_product,R2_pca8,38.95,0,5000,4,0
5004,4,M4_entangled,R2_pca8,81.23,1,5000,17,12
5004,4,M5_frozen,R2_pca8,21.43,1,5000,17,12
5000,0,M3_product,R2_pca8,148.23,0,10000,4,0
5000,8,M4_entangled,R2_pca8,172.22,5,10000,38,32
5000,8,M5_frozen,R2_pca8,136.2,5,10000,38,32
5001,0,M3_product,R2_pca8,71.52,0,10000,4,0
5001,4,M4_entangled,R2_pca8,64.61,1,10000,18,12
5001,4,M5_frozen,R2_pca8,128.72,1,10000,18,12
5002,0,M3_product,R2_pca8,143.51,0,10000,4,0
5002,4,M4_entangled,R2_pca8,123.65,2,10000,20,14
5002,4,M5_frozen,R2_pca8,101.17,2,10000,20,14
5003,0,M3_product,R2_pca8,56.83,0,10000,4,0
5003,4,M4_entangled,R2_pca8,60.36,1,10000,17,12
5003,4,M5_frozen,R2_pca8,128.04,1,10000,17,12
5004,0,M3_product,R2_pca8,65.25,0,10000,4,0
5004,4,M4_entangled,R2_pca8,77.61,1,10000,17,12
5004,4,M5_frozen,R2_pca8,65.14,1,10000,17,12
5000,0,M3_product,R2_pca8,2.7,0,500,4,0
5000,8,M4_entangled,R2_pca8,2.05,5,500,38,32
5000,8,M5_frozen,R2_pca8,1.41,5,500,38,32
5001,0,M3_product,R2_pca8,1.94,0,500,4,0
5001,4,M4_entangled,R2_pca8,2.5,1,500,18,12
5001,4,M5_frozen,R2_pca8,2.78,1,500,18,12
5002,0,M3_product,R2_pca8,2.16,0,500,4,0
5002,4,M4_entangled,R2_pca8,1.84,2,500,20,14
5002,4,M5_frozen,R2_pca8,1.72,2,500,20,14
5003,0,M3_product,R2_pca8,1.56,0,500,4,0
5003,4,M4_entangled,R2_pca8,2.05,1,500,17,12
5003,4,M5_frozen,R2_pca8,2.13,1,500,17,12
5004,0,M3_product,R2_pca8,1.74,0,500,4,0
5004,4,M4_entangled,R2_pca8,2.47,1,500,17,12
5004,4,M5_frozen,R2_pca8,2.1,1,500,17,12
5000,0,M3_product,R2_pca8,10.39,0,2000,4,0
5000,8,M4_entangled,R2_pca8,5.22,5,2000,38,32
5000,8,M5_frozen,R2_pca8,4.29,5,2000,38,32
5001,0,M3_product,R2_pca8,25.0,0,2000,4,0
5001,4,M4_entangled,R2_pca8,13.28,1,2000,18,12
5001,4,M5_frozen,R2_pca8,10.79,1,2000,18,12
5002,0,M3_product,R2_pca8,32.96,0,2000,4,0
5002,4,M4_entangled,R2_pca8,8.65,2,2000,20,14
5002,4,M5_frozen,R2_pca8,25.0,2,2000,20,14
5003,0,M3_product,R2_pca8,7.63,0,2000,4,0
5003,4,M4_entangled,R2_pca8,29.26,1,2000,17,12
5003,4,M5_frozen,R2_pca8,22.05,1,2000,17,12
5004,0,M3_product,R2_pca8,23.24,0,2000,4,0
5004,4,M4_entangled,R2_pca8,26.19,1,2000,17,12
5004,4,M5_frozen,R2_pca8,21.59,1,2000,17,12
5000,0,M3_product,R2_pca8,32.59,0,5000,4,0
5000,8,M4_entangled,R2_pca8,73.4,5,5000,38,32
5000,8,M5_frozen,R2_pca8,60.84,5,5000,38,32
5001,0,M3_product,R2_pca8,16.95,0,5000,4,0
5001,4,M4_entangled,R2_pca8,21.5,1,5000,18,12
5001,4,M5_frozen,R2_pca8,60.02,1,5000,18,12
5002,0,M3_product,R2_pca8,29.92,0,5000,4,0
5002,4,M4_entangled,R2_pca8,65.74,2,5000,20,14
5002,4,M5_frozen,R2_pca8,30.37,2,5000,20,14
5003,0,M3_product,R2_pca8,24.44,0,5000,4,0
5003,4,M4_entangled,R2_pca8,62.38,1,5000,17,12
5003,4,M5_frozen,R2_pca8,41.74,1,5000,17,12
5004,0,M3_product,R2_pca8,56.78,0,5000,4,0
5004,4,M4_entangled,R2_pca8,66.59,1,5000,17,12
5004,4,M5_frozen,R2_pca8,62.03,1,5000,17,12
5000,0,M3_product,R2_pca8,112.21,0,10000,4,0
5000,8,M4_entangled,R2_pca8,86.92,5,10000,38,32
5000,8,M5_frozen,R2_pca8,84.69,5,10000,38,32
5001,0,M3_product,R2_pca8,49.57,0,10000,4,0
5001,4,M4_entangled,R2_pca8,138.01,1,10000,18,12
5001,4,M5_frozen,R2_pca8,118.41,1,10000,18,12
5002,0,M3_product,R2_pca8,83.45,0,10000,4,0
5002,4,M4_entangled,R2_pca8,115.98,2,10000,20,14
5002,4,M5_frozen,R2_pca8,99.81,2,10000,20,14
5003,0,M3_product,R2_pca8,114.56,0,10000,4,0
5003,4,M4_entangled,R2_pca8,35.37,1,10000,17,12
5003,4,M5_frozen,R2_pca8,66.6,1,10000,17,12
5004,0,M3_product,R2_pca8,108.37,0,10000,4,0
5004,4,M4_entangled,R2_pca8,114.15,1,10000,17,12
5004,4,M5_frozen,R2_pca8,79.64,1,10000,17,12
5000,0,M3_product,R2_pca8,2.46,0,500,4,0
5000,8,M4_entangled,R2_pca8,3.29,5,500,38,32
5000,8,M5_frozen,R2_pca8,2.67,5,500,38,32
5001,0,M3_product,R2_pca8,3.39,0,500,4,0
5001,4,M4_entangled,R2_pca8,2.77,1,500,18,12
5001,4,M5_frozen,R2_pca8,2.0,1,500,18,12
5002,0,M3_product,R2_pca8,2.46,0,500,4,0
5002,4,M4_entangled,R2_pca8,5.34,2,500,20,14
5002,4,M5_frozen,R2_pca8,4.43,2,500,20,14
5003,0,M3_product,R2_pca8,2.21,0,500,4,0
5003,4,M4_entangled,R2_pca8,2.02,1,500,17,12
5003,4,M5_frozen,R2_pca8,2.45,1,500,17,12
5004,0,M3_product,R2_pca8,3.31,0,500,4,0
5004,4,M4_entangled,R2_pca8,3.57,1,500,17,12
5004,4,M5_frozen,R2_pca8,3.29,1,500,17,12
5000,0,M3_product,R2_pca8,14.5,0,2000,4,0
5000,8,M4_entangled,R2_pca8,37.14,5,2000,38,32
5000,8,M5_frozen,R2_pca8,26.65,5,2000,38,32
5001,0,M3_product,R2_pca8,11.12,0,2000,4,0
5001,4,M4_entangled,R2_pca8,10.98,1,2000,18,12
5001,4,M5_frozen,R2_pca8,11.17,1,2000,18,12
5002,0,M3_product,R2_pca8,10.95,0,2000,4,0
5002,4,M4_entangled,R2_pca8,17.69,2,2000,20,14
5002,4,M5_frozen,R2_pca8,14.79,2,2000,20,14
5003,0,M3_product,R2_pca8,9.92,0,2000,4,0
5003,4,M4_entangled,R2_pca8,34.53,1,2000,17,12
5003,4,M5_frozen,R2_pca8,33.41,1,2000,17,12
5004,0,M3_product,R2_pca8,31.46,0,2000,4,0
5004,4,M4_entangled,R2_pca8,13.33,1,2000,17,12
5004,4,M5_frozen,R2_pca8,19.57,1,2000,17,12
5000,0,M3_product,R2_pca8,74.48,0,5000,4,0
5000,8,M4_entangled,R2_pca8,98.85,5,5000,38,32
5000,8,M5_frozen,R2_pca8,80.48,5,5000,38,32
5001,0,M3_product,R2_pca8,74.78,0,5000,4,0
5001,4,M4_entangled,R2_pca8,66.67,1,5000,18,12
5001,4,M5_frozen,R2_pca8,60.38,1,5000,18,12
5002,0,M3_product,R2_pca8,59.85,0,5000,4,0
5002,4,M4_entangled,R2_pca8,67.64,2,5000,20,14
5002,4,M5_frozen,R2_pca8,64.12,2,5000,20,14
5003,0,M3_product,R2_pca8,74.53,0,5000,4,0
5003,4,M4_entangled,R2_pca8,79.18,1,5000,17,12
5003,4,M5_frozen,R2_pca8,58.38,1,5000,17,12
5004,0,M3_product,R2_pca8,76.14,0,5000,4,0
5004,4,M4_entangled,R2_pca8,34.21,1,5000,17,12
5004,4,M5_frozen,R2_pca8,43.37,1,5000,17,12
5000,0,M3_product,R2_pca8,128.38,0,10000,4,0
5000,8,M4_entangled,R2_pca8,142.99,5,10000,38,32
5000,8,M5_frozen,R2_pca8,135.05,5,10000,38,32
5001,0,M3_product,R2_pca8,62.94,0,10000,4,0
5001,4,M4_entangled,R2_pca8,75.1,1,10000,18,12
5001,4,M5_frozen,R2_pca8,148.98,1,10000,18,12
5002,0,M3_product,R2_pca8,111.38,0,10000,4,0
5002,4,M4_entangled,R2_pca8,133.58,2,10000,20,14
5002,4,M5_frozen,R2_pca8,103.15,2,10000,20,14
5003,0,M3_product,R2_pca8,127.75,0,10000,4,0
5003,4,M4_entangled,R2_pca8,154.76,1,10000,17,12
5003,4,M5_frozen,R2_pca8,129.59,1,10000,17,12
5004,0,M3_product,R2_pca8,142.58,0,10000,4,0
5004,4,M4_entangled,R2_pca8,57.45,1,10000,17,12
5004,4,M5_frozen,R2_pca8,40.85,1,10000,17,12
5000,0,M3_product,R3_pca16,1.64,0,500,4,0
5000,8,M4_entangled,R3_pca16,2.25,5,500,38,32
5000,8,M5_frozen,R3_pca16,2.19,5,500,38,32
5001,0,M3_product,R3_pca16,1.99,0,500,4,0
5001,4,M4_entangled,R3_pca16,4.39,1,500,18,12
5001,4,M5_frozen,R3_pca16,7.18,1,500,18,12
5002,0,M3_product,R3_pca16,1.69,0,500,4,0
5002,4,M4_entangled,R3_pca16,1.74,2,500,20,14
5002,4,M5_frozen,R3_pca16,1.57,2,500,20,14
5003,0,M3_product,R3_pca16,2.02,0,500,4,0
5003,4,M4_entangled,R3_pca16,1.99,1,500,17,12
5003,4,M5_frozen,R3_pca16,1.54,1,500,17,12
5004,0,M3_product,R3_pca16,1.62,0,500,4,0
5004,4,M4_entangled,R3_pca16,2.5,1,500,17,12
5004,4,M5_frozen,R3_pca16,2.53,1,500,17,12
5000,0,M3_product,R3_pca16,11.23,0,2000,4,0
5000,8,M4_entangled,R3_pca16,18.55,5,2000,38,32
5000,8,M5_frozen,R3_pca16,15.74,5,2000,38,32
5001,0,M3_product,R3_pca16,14.24,0,2000,4,0
5001,4,M4_entangled,R3_pca16,11.3,1,2000,18,12
5001,4,M5_frozen,R3_pca16,14.12,1,2000,18,12
5002,0,M3_product,R3_pca16,26.24,0,2000,4,0
5002,4,M4_entangled,R3_pca16,14.47,2,2000,20,14
5002,4,M5_frozen,R3_pca16,11.91,2,2000,20,14
5003,0,M3_product,R3_pca16,17.09,0,2000,4,0
5003,4,M4_entangled,R3_pca16,35.3,1,2000,17,12
5003,4,M5_frozen,R3_pca16,12.69,1,2000,17,12
5004,0,M3_product,R3_pca16,8.01,0,2000,4,0
5004,4,M4_entangled,R3_pca16,19.83,1,2000,17,12
5004,4,M5_frozen,R3_pca16,20.11,1,2000,17,12
5000,0,M3_product,R3_pca16,80.19,0,5000,4,0
5000,8,M4_entangled,R3_pca16,43.0,5,5000,38,32
5000,8,M5_frozen,R3_pca16,55.3,5,5000,38,32
5001,0,M3_product,R3_pca16,33.72,0,5000,4,0
5001,4,M4_entangled,R3_pca16,39.36,1,5000,18,12
5001,4,M5_frozen,R3_pca16,30.06,1,5000,18,12
5002,0,M3_product,R3_pca16,30.1,0,5000,4,0
5002,4,M4_entangled,R3_pca16,28.18,2,5000,20,14
5002,4,M5_frozen,R3_pca16,22.6,2,5000,20,14
5003,0,M3_product,R3_pca16,21.65,0,5000,4,0
5003,4,M4_entangled,R3_pca16,62.01,1,5000,17,12
5003,4,M5_frozen,R3_pca16,31.74,1,5000,17,12
5004,0,M3_product,R3_pca16,69.75,0,5000,4,0
5004,4,M4_entangled,R3_pca16,35.01,1,5000,17,12
5004,4,M5_frozen,R3_pca16,28.56,1,5000,17,12
5000,0,M3_product,R3_pca16,114.88,0,10000,4,0
5000,8,M4_entangled,R3_pca16,51.93,5,10000,38,32
5000,8,M5_frozen,R3_pca16,35.13,5,10000,38,32
5001,0,M3_product,R3_pca16,50.79,0,10000,4,0
5001,4,M4_entangled,R3_pca16,39.54,1,10000,18,12
5001,4,M5_frozen,R3_pca16,38.98,1,10000,18,12
5002,0,M3_product,R3_pca16,63.15,0,10000,4,0
5002,4,M4_entangled,R3_pca16,64.63,2,10000,20,14
5002,4,M5_frozen,R3_pca16,55.44,2,10000,20,14
5003,0,M3_product,R3_pca16,44.04,0,10000,4,0
5003,4,M4_entangled,R3_pca16,35.08,1,10000,17,12
5003,4,M5_frozen,R3_pca16,29.71,1,10000,17,12
5004,0,M3_product,R3_pca16,59.16,0,10000,4,0
5004,4,M4_entangled,R3_pca16,68.55,1,10000,17,12
5004,4,M5_frozen,R3_pca16,133.89,1,10000,17,12
5000,0,M3_product,R3_pca16,1.8,0,500,4,0
5000,8,M4_entangled,R3_pca16,1.93,5,500,38,32
5000,8,M5_frozen,R3_pca16,1.43,5,500,38,32
5001,0,M3_product,R3_pca16,1.88,0,500,4,0
5001,4,M4_entangled,R3_pca16,3.0,1,500,18,12
5001,4,M5_frozen,R3_pca16,3.05,1,500,18,12
5002,0,M3_product,R3_pca16,1.61,0,500,4,0
5002,4,M4_entangled,R3_pca16,1.99,2,500,20,14
5002,4,M5_frozen,R3_pca16,1.64,2,500,20,14
5003,0,M3_product,R3_pca16,1.76,0,500,4,0
5003,4,M4_entangled,R3_pca16,1.98,1,500,17,12
5003,4,M5_frozen,R3_pca16,1.93,1,500,17,12
5004,0,M3_product,R3_pca16,2.12,0,500,4,0
5004,4,M4_entangled,R3_pca16,2.01,1,500,17,12
5004,4,M5_frozen,R3_pca16,1.75,1,500,17,12
5000,0,M3_product,R3_pca16,7.63,0,2000,4,0
5000,8,M4_entangled,R3_pca16,6.95,5,2000,38,32
5000,8,M5_frozen,R3_pca16,7.46,5,2000,38,32
5001,0,M3_product,R3_pca16,5.46,0,2000,4,0
5001,4,M4_entangled,R3_pca16,11.59,1,2000,18,12
5001,4,M5_frozen,R3_pca16,10.01,1,2000,18,12
5002,0,M3_product,R3_pca16,4.95,0,2000,4,0
5002,4,M4_entangled,R3_pca16,7.98,2,2000,20,14
5002,4,M5_frozen,R3_pca16,5.36,2,2000,20,14
5003,0,M3_product,R3_pca16,8.23,0,2000,4,0
5003,4,M4_entangled,R3_pca16,8.86,1,2000,17,12
5003,4,M5_frozen,R3_pca16,9.07,1,2000,17,12
5004,0,M3_product,R3_pca16,7.31,0,2000,4,0
5004,4,M4_entangled,R3_pca16,7.24,1,2000,17,12
5004,4,M5_frozen,R3_pca16,5.95,1,2000,17,12
5000,0,M3_product,R3_pca16,25.16,0,5000,4,0
5000,8,M4_entangled,R3_pca16,28.26,5,5000,38,32
5000,8,M5_frozen,R3_pca16,28.87,5,5000,38,32
5001,0,M3_product,R3_pca16,16.98,0,5000,4,0
5001,4,M4_entangled,R3_pca16,17.8,1,5000,18,12
5001,4,M5_frozen,R3_pca16,15.31,1,5000,18,12
5002,0,M3_product,R3_pca16,21.62,0,5000,4,0
5002,4,M4_entangled,R3_pca16,30.49,2,5000,20,14
5002,4,M5_frozen,R3_pca16,19.2,2,5000,20,14
5003,0,M3_product,R3_pca16,23.0,0,5000,4,0
5003,4,M4_entangled,R3_pca16,22.96,1,5000,17,12
5003,4,M5_frozen,R3_pca16,68.46,1,5000,17,12
5004,0,M3_product,R3_pca16,34.72,0,5000,4,0
5004,4,M4_entangled,R3_pca16,15.22,1,5000,17,12
5004,4,M5_frozen,R3_pca16,14.29,1,5000,17,12
5000,0,M3_product,R3_pca16,54.56,0,10000,4,0
5000,8,M4_entangled,R3_pca16,59.76,5,10000,38,32
5000,8,M5_frozen,R3_pca16,36.79,5,10000,38,32
5001,0,M3_product,R3_pca16,45.68,0,10000,4,0
5001,4,M4_entangled,R3_pca16,38.07,1,10000,18,12
5001,4,M5_frozen,R3_pca16,147.65,1,10000,18,12
5002,0,M3_product,R3_pca16,31.76,0,10000,4,0
5002,4,M4_entangled,R3_pca16,143.33,2,10000,20,14
5002,4,M5_frozen,R3_pca16,57.28,2,10000,20,14
5003,0,M3_product,R3_pca16,47.24,0,10000,4,0
5003,4,M4_entangled,R3_pca16,70.44,1,10000,17,12
5003,4,M5_frozen,R3_pca16,32.88,1,10000,17,12
5004,0,M3_product,R3_pca16,60.26,0,10000,4,0
5004,4,M4_entangled,R3_pca16,64.56,1,10000,17,12
5004,4,M5_frozen,R3_pca16,34.36,1,10000,17,12
5000,0,M3_product,R3_pca16,1.68,0,500,4,0
5000,8,M4_entangled,R3_pca16,1.73,5,500,38,32
5000,8,M5_frozen,R3_pca16,1.45,5,500,38,32
5001,0,M3_product,R3_pca16,1.92,0,500,4,0
5001,4,M4_entangled,R3_pca16,2.79,1,500,18,12
5001,4,M5_frozen,R3_pca16,2.49,1,500,18,12
5002,0,M3_product,R3_pca16,1.62,0,500,4,0
5002,4,M4_entangled,R3_pca16,1.44,2,500,20,14
5002,4,M5_frozen,R3_pca16,1.23,2,500,20,14
5003,0,M3_product,R3_pca16,1.56,0,500,4,0
5003,4,M4_entangled,R3_pca16,1.69,1,500,17,12
5003,4,M5_frozen,R3_pca16,1.52,1,500,17,12
5004,0,M3_product,R3_pca16,1.5,0,500,4,0
5004,4,M4_entangled,R3_pca16,4.07,1,500,17,12
5004,4,M5_frozen,R3_pca16,5.68,1,500,17,12
5000,0,M3_product,R3_pca16,8.82,0,2000,4,0
5000,8,M4_entangled,R3_pca16,7.19,5,2000,38,32
5000,8,M5_frozen,R3_pca16,6.07,5,2000,38,32
5001,0,M3_product,R3_pca16,6.62,0,2000,4,0
5001,4,M4_entangled,R3_pca16,7.37,1,2000,18,12
5001,4,M5_frozen,R3_pca16,5.78,1,2000,18,12
5002,0,M3_product,R3_pca16,5.94,0,2000,4,0
5002,4,M4_entangled,R3_pca16,9.01,2,2000,20,14
5002,4,M5_frozen,R3_pca16,7.53,2,2000,20,14
5003,0,M3_product,R3_pca16,10.93,0,2000,4,0
5003,4,M4_entangled,R3_pca16,11.17,1,2000,17,12
5003,4,M5_frozen,R3_pca16,9.56,1,2000,17,12
5004,0,M3_product,R3_pca16,6.52,0,2000,4,0
5004,4,M4_entangled,R3_pca16,6.14,1,2000,17,12
5004,4,M5_frozen,R3_pca16,5.74,1,2000,17,12
5000,0,M3_product,R3_pca16,67.79,0,5000,4,0
5000,8,M4_entangled,R3_pca16,20.5,5,5000,38,32
5000,8,M5_frozen,R3_pca16,19.43,5,5000,38,32
5001,0,M3_product,R3_pca16,20.79,0,5000,4,0
5001,4,M4_entangled,R3_pca16,16.12,1,5000,18,12
5001,4,M5_frozen,R3_pca16,16.95,1,5000,18,12
5002,0,M3_product,R3_pca16,13.89,0,5000,4,0
5002,4,M4_entangled,R3_pca16,14.05,2,5000,20,14
5002,4,M5_frozen,R3_pca16,22.97,2,5000,20,14
5003,0,M3_product,R3_pca16,16.63,0,5000,4,0
5003,4,M4_entangled,R3_pca16,16.3,1,5000,17,12
5003,4,M5_frozen,R3_pca16,16.72,1,5000,17,12
5004,0,M3_product,R3_pca16,23.52,0,5000,4,0
5004,4,M4_entangled,R3_pca16,16.08,1,5000,17,12
5004,4,M5_frozen,R3_pca16,13.17,1,5000,17,12
5000,0,M3_product,R3_pca16,71.55,0,10000,4,0
5000,8,M4_entangled,R3_pca16,140.26,5,10000,38,32
5000,8,M5_frozen,R3_pca16,34.13,5,10000,38,32
5001,0,M3_product,R3_pca16,66.33,0,10000,4,0
5001,4,M4_entangled,R3_pca16,29.26,1,10000,18,12
5001,4,M5_frozen,R3_pca16,31.85,1,10000,18,12
5002,0,M3_product,R3_pca16,47.15,0,10000,4,0
5002,4,M4_entangled,R3_pca16,36.05,2,10000,20,14
5002,4,M5_frozen,R3_pca16,42.28,2,10000,20,14
5003,0,M3_product,R3_pca16,26.95,0,10000,4,0
5003,4,M4_entangled,R3_pca16,43.82,1,10000,17,12
5003,4,M5_frozen,R3_pca16,37.93,1,10000,17,12
5004,0,M3_product,R3_pca16,28.8,0,10000,4,0
5004,4,M4_entangled,R3_pca16,55.56,1,10000,17,12
5004,4,M5_frozen,R3_pca16,46.12,1,10000,17,12
5000,0,M3_product,R3_pca16,1.89,0,500,4,0
5000,8,M4_entangled,R3_pca16,1.95,5,500,38,32
5000,8,M5_frozen,R3_pca16,1.89,5,500,38,32
5001,0,M3_product,R3_pca16,2.12,0,500,4,0
5001,4,M4_entangled,R3_pca16,5.37,1,500,18,12
5001,4,M5_frozen,R3_pca16,3.09,1,500,18,12
5002,0,M3_product,R3_pca16,2.23,0,500,4,0
5002,4,M4_entangled,R3_pca16,2.39,2,500,20,14
5002,4,M5_frozen,R3_pca16,2.24,2,500,20,14
5003,0,M3_product,R3_pca16,3.02,0,500,4,0
5003,4,M4_entangled,R3_pca16,3.43,1,500,17,12
5003,4,M5_frozen,R3_pca16,2.69,1,500,17,12
5004,0,M3_product,R3_pca16,2.02,0,500,4,0
5004,4,M4_entangled,R3_pca16,3.9,1,500,17,12
5004,4,M5_frozen,R3_pca16,2.63,1,500,17,12
5000,0,M3_product,R3_pca16,8.52,0,2000,4,0
5000,8,M4_entangled,R3_pca16,11.62,5,2000,38,32
5000,8,M5_frozen,R3_pca16,11.84,5,2000,38,32
5001,0,M3_product,R3_pca16,8.04,0,2000,4,0
5001,4,M4_entangled,R3_pca16,16.72,1,2000,18,12
5001,4,M5_frozen,R3_pca16,10.65,1,2000,18,12
5002,0,M3_product,R3_pca16,4.62,0,2000,4,0
5002,4,M4_entangled,R3_pca16,6.15,2,2000,20,14
5002,4,M5_frozen,R3_pca16,3.93,2,2000,20,14
5003,0,M3_product,R3_pca16,6.57,0,2000,4,0
5003,4,M4_entangled,R3_pca16,7.5,1,2000,17,12
5003,4,M5_frozen,R3_pca16,11.48,1,2000,17,12
5004,0,M3_product,R3_pca16,12.99,0,2000,4,0
5004,4,M4_entangled,R3_pca16,14.06,1,2000,17,12
5004,4,M5_frozen,R3_pca16,12.15,1,2000,17,12
5000,0,M3_product,R3_pca16,31.15,0,5000,4,0
5000,8,M4_entangled,R3_pca16,28.17,5,5000,38,32
5000,8,M5_frozen,R3_pca16,35.19,5,5000,38,32
5001,0,M3_product,R3_pca16,27.46,0,5000,4,0
5001,4,M4_entangled,R3_pca16,24.29,1,5000,18,12
5001,4,M5_frozen,R3_pca16,21.7,1,5000,18,12
5002,0,M3_product,R3_pca16,36.59,0,5000,4,0
5002,4,M4_entangled,R3_pca16,27.32,2,5000,20,14
5002,4,M5_frozen,R3_pca16,23.86,2,5000,20,14
5003,0,M3_product,R3_pca16,37.96,0,5000,4,0
5003,4,M4_entangled,R3_pca16,66.51,1,5000,17,12
5003,4,M5_frozen,R3_pca16,22.25,1,5000,17,12
5004,0,M3_product,R3_pca16,77.81,0,5000,4,0
5004,4,M4_entangled,R3_pca16,33.05,1,5000,17,12
5004,4,M5_frozen,R3_pca16,26.61,1,5000,17,12
5000,0,M3_product,R3_pca16,55.45,0,10000,4,0
5000,8,M4_entangled,R3_pca16,165.95,5,10000,38,32
5000,8,M5_frozen,R3_pca16,143.5,5,10000,38,32
5001,0,M3_product,R3_pca16,39.21,0,10000,4,0
5001,4,M4_entangled,R3_pca16,180.05,1,10000,18,12
5001,4,M5_frozen,R3_pca16,143.62,1,10000,18,12
5002,0,M3_product,R3_pca16,140.31,0,10000,4,0
5002,4,M4_entangled,R3_pca16,48.26,2,10000,20,14
5002,4,M5_frozen,R3_pca16,40.25,2,10000,20,14
5003,0,M3_product,R3_pca16,147.72,0,10000,4,0
5003,4,M4_entangled,R3_pca16,54.11,1,10000,17,12
5003,4,M5_frozen,R3_pca16,45.27,1,10000,17,12
5004,0,M3_product,R3_pca16,130.65,0,10000,4,0
5004,4,M4_entangled,R3_pca16,66.51,1,10000,17,12
5004,4,M5_frozen,R3_pca16,135.74,1,10000,17,12
5000,0,M3_product,R3_pca16,2.51,0,500,4,0
5000,8,M4_entangled,R3_pca16,1.74,5,500,38,32
5000,8,M5_frozen,R3_pca16,1.37,5,500,38,32
5001,0,M3_product,R3_pca16,2.7,0,500,4,0
5001,4,M4_entangled,R3_pca16,2.8,1,500,18,12
5001,4,M5_frozen,R3_pca16,3.26,1,500,18,12
5002,0,M3_product,R3_pca16,2.21,0,500,4,0
5002,4,M4_entangled,R3_pca16,2.22,2,500,20,14
5002,4,M5_frozen,R3_pca16,1.62,2,500,20,14
5003,0,M3_product,R3_pca16,1.84,0,500,4,0
5003,4,M4_entangled,R3_pca16,3.34,1,500,17,12
5003,4,M5_frozen,R3_pca16,3.4,1,500,17,12
5004,0,M3_product,R3_pca16,1.98,0,500,4,0
5004,4,M4_entangled,R3_pca16,2.04,1,500,17,12
5004,4,M5_frozen,R3_pca16,1.87,1,500,17,12
5000,0,M3_product,R3_pca16,28.26,0,2000,4,0
5000,8,M4_entangled,R3_pca16,11.21,5,2000,38,32
5000,8,M5_frozen,R3_pca16,10.52,5,2000,38,32
5001,0,M3_product,R3_pca16,8.79,0,2000,4,0
5001,4,M4_entangled,R3_pca16,8.3,1,2000,18,12
5001,4,M5_frozen,R3_pca16,7.42,1,2000,18,12
5002,0,M3_product,R3_pca16,15.24,0,2000,4,0
5002,4,M4_entangled,R3_pca16,12.55,2,2000,20,14
5002,4,M5_frozen,R3_pca16,11.28,2,2000,20,14
5003,0,M3_product,R3_pca16,11.66,0,2000,4,0
5003,4,M4_entangled,R3_pca16,11.51,1,2000,17,12
5003,4,M5_frozen,R3_pca16,8.56,1,2000,17,12
5004,0,M3_product,R3_pca16,19.87,0,2000,4,0
5004,4,M4_entangled,R3_pca16,10.95,1,2000,17,12
5004,4,M5_frozen,R3_pca16,17.9,1,2000,17,12
5000,0,M3_product,R3_pca16,26.4,0,5000,4,0
5000,8,M4_entangled,R3_pca16,28.35,5,5000,38,32
5000,8,M5_frozen,R3_pca16,31.71,5,5000,38,32
5001,0,M3_product,R3_pca16,17.59,0,5000,4,0
5001,4,M4_entangled,R3_pca16,21.89,1,5000,18,12
5001,4,M5_frozen,R3_pca16,22.18,1,5000,18,12
5002,0,M3_product,R3_pca16,34.64,0,5000,4,0
5002,4,M4_entangled,R3_pca16,21.01,2,5000,20,14
5002,4,M5_frozen,R3_pca16,17.27,2,5000,20,14
5003,0,M3_product,R3_pca16,25.16,0,5000,4,0
5003,4,M4_entangled,R3_pca16,23.95,1,5000,17,12
5003,4,M5_frozen,R3_pca16,25.16,1,5000,17,12
5004,0,M3_product,R3_pca16,33.26,0,5000,4,0
5004,4,M4_entangled,R3_pca16,19.48,1,5000,17,12
5004,4,M5_frozen,R3_pca16,15.23,1,5000,17,12
5000,0,M3_product,R3_pca16,47.42,0,10000,4,0
5000,8,M4_entangled,R3_pca16,67.23,5,10000,38,32
5000,8,M5_frozen,R3_pca16,80.75,5,10000,38,32
5001,0,M3_product,R3_pca16,36.73,0,10000,4,0
5001,4,M4_entangled,R3_pca16,38.28,1,10000,18,12
5001,4,M5_frozen,R3_pca16,48.68,1,10000,18,12
