block,model,representation,test_auroc,test_logloss,train_size
1,M1_logreg,R2_pca8,0.5081050975860297,0.6938856418331522,500
2,M1_logreg,R2_pca8,0.4986650937339496,0.6978252647075011,500
3,M1_logreg,R2_pca8,0.5368949024139702,0.6924953193386852,500
4,M1_logreg,R2_pca8,0.5280017334360555,0.6934624295178559,500
0,M2_mlp,R2_pca8,0.522630970724191,0.6942215472109294,500
1,M2_mlp,R2_pca8,0.5044107922444787,0.6930202021293012,500
2,M2_mlp,R2_pca8,0.5032410439137134,0.6958716184987246,500
3,M2_mlp,R2_pca8,0.533190966872111,0.6918992072291587,500
4,M2_mlp,R2_pca8,0.5397353299948638,0.6921502688279199,500
0,M3_product,R2_pca8,0.5234883795582947,0.6938831818514797,500
1,M3_product,R2_pca8,0.5143477144324602,0.6929519205953091,500
2,M3_product,R2_pca8,0.4955574280945044,0.6938349776011572,500
3,M3_product,R2_pca8,0.5373614856189008,0.6901268076156428,500
4,M3_product,R2_pca8,0.5245149589111453,0.6912541020771803,500
0,M4_entangled,R2_pca8,0.5224128466872111,0.6935865226846692,500
1,M4_entangled,R2_pca8,0.5177481381612737,0.6913598059583304,500
2,M4_entangled,R2_pca8,0.5170920005136107,0.6921335168752973,500
3,M4_entangled,R2_pca8,0.5320590973292244,0.6903323749066029,500
4,M4_entangled,R2_pca8,0.5282697740112995,0.6911535581038359,500
0,M5_frozen,R2_pca8,0.5228595274781715,0.6943576927017888,500
1,M5_frozen,R2_pca8,0.5168496404725218,0.6930093064392251,500
2,M5_frozen,R2_pca8,0.5162118002054443,0.6919807149795888,500
3,M5_frozen,R2_pca8,0.5316074409347715,0.690406955497645,500
4,M5_frozen,R2_pca8,0.5281962634822804,0.6913212922235136,500
0,M0_class_prior,R2_pca8,0.5,0.691578359988849,2000
1,M0_class_prior,R2_pca8,0.5,0.691578359988849,2000
2,M0_class_prior,R2_pca8,0.5,0.691578359988849,2000
3,M0_class_prior,R2_pca8,0.5,0.691578359988849,2000
