arch,block,seed,trainable_logloss,frozen_logloss,diff_frozen_minus_trainable
16,0,0,0.7296642050547755,0.7296642050547756,1.1102230246251565e-16
16,0,1,0.7391372039314431,0.7391372039314429,-2.220446049250313e-16
17,0,0,0.7649295924387594,0.7240367612955793,-0.0408928311431801
17,0,1,0.7706980415307937,0.7591887194792211,-0.011509322051572624
18,0,0,0.7999264486310693,0.7800822640134896,-0.019844184617579752
18,0,1,0.7428413991584721,0.7571901366164312,0.01434873745795906
19,0,0,0.7787849100324936,0.7619319167226668,-0.016852993309826814
19,0,1,0.7348918836956636,0.7350792886013922,0.00018740490572854984
0,1,0,0.7447176011955549,0.7246080862919874,-0.020109514903567494
0,1,1,0.7386676527048537,0.7554085809490994,0.016740928244245667
1,1,0,0.7539367108106605,0.7187019509391128,-0.03523475987154767
1,1,1,0.7313690630420755,0.7400701303338854,0.00870106729180986
2,1,0,0.7350508352917753,0.7391107641300315,0.004059928838256233
2,1,1,0.7217833085765915,0.7515893948927005,0.029806086316109037
3,1,0,0.7174080607212296,0.7183355381919379,0.0009274774707082045
3,1,1,0.7379267134565082,0.7199724222934674,-0.017954291163040814
4,1,0,0.7337636429266873,0.7154663023249718,-0.018297340601715506
4,1,1,0.7560268739594121,0.7356598515162273,-0.02036702244318489
5,1,0,0.7443316910674612,0.7734696069037279,0.02913791583626668
5,1,1,0.7452853155081713,0.7375764622739843,-0.007708853234187019
6,1,0,0.7813250611810074,0.7565609050227559,-0.02476415615825156
6,1,1,0.7418449622134273,0.7381190023096514,-0.0037259599037758884
7,1,0,0.7231471560226046,0.7170732545797734,-0.006073901442831153
7,1,1,0.7418403237933187,0.713118344455624,-0.028721979337694603
8,1,0,0.7527953602416674,0.7360124056802788,-0.016782954561388563
8,1,1,0.7342931952933659,0.7495777275392527,0.015284532245886773
9,1,0,0.7162545394414043,0.7090078984046556,-0.007246641036748658
9,1,1,0.7185190287188484,0.6998664812495976,-0.018652547469250824
10,1,0,0.7804088355579076,0.7592151702390635,-0.021193665318844146
10,1,1,0.7539198603614831,0.7462714057643579,-0.007648454597125154
11,1,0,0.7827231042332796,0.7827231042332815,1.887379141862766e-15
11,1,1,0.757930454323147,0.7579304543231464,-5.551115123125783e-16
12,1,0,0.7703759324054922,0.7172779288185349,-0.053098003586957265
12,1,1,0.7551986421940176,0.7708628249235697,0.015664182729552167
13,1,0,0.7260386748470826,0.7329763584972873,0.00693768365020464
13,1,1,0.7482048691262909,0.7360481914412605,-0.01215667768503037
14,1,0,0.7248027789880621,0.7345187011067642,0.009715922118702092
14,1,1,0.7084964720754904,0.732732989258872,0.0242365171833816
15,1,0,0.7650049854894934,0.7637520843513371,-0.0012529011381562372
15,1,1,0.7626139478587822,0.7620609739228907,-0.0005529739358914876
16,1,0,0.7068038687389694,0.7068038687389694,0.0
16,1,1,0.709370013540615,0.709370013540615,0.0
17,1,0,0.7371311337938204,0.6945051520989133,-0.04262598169490717
17,1,1,0.7345351466420955,0.7365957299717115,0.002060583329616006
18,1,0,0.7364537456194364,0.7503159377641084,0.013862192144671992
18,1,1,0.7562029909537991,0.7403388852534792,-0.01586410570031982
19,1,0,0.7102426377120493,0.7152391738382403,0.004996536126190998
19,1,1,0.7183742894248287,0.7214614696008709,0.003087180176042148
0,2,0,0.7598130471738697,0.7412618302791197,-0.018551216894749922
0,2,1,0.7502439193142569,0.7682873547019995,0.018043435387742557
1,2,0,0.7356784267453353,0.7312789725459785,-0.004399454199356834
1,2,1,0.709943317020015,0.716375148610592,0.006431831590577031
2,2,0,0.7692264829065243,0.7622306298140816,-0.006995853092442661
2,2,1,0.7573616761157178,0.7375138399902146,-0.019847836125503227
3,2,0,0.7363401232059981,0.724241631079977,-0.012098492126021099
3,2,1,0.7568792291923206,0.7408569936239138,-0.016022235568406873
4,2,0,0.7527116573272893,0.7388552140635105,-0.013856443263778773
4,2,1,0.759323576187897,0.7627345109628991,0.0034109347750020946
5,2,0,0.80130220082432,0.7732072347968486,-0.028094966027471413
5,2,1,0.7744961054508307,0.7496116996389198,-0.02488440581191087
6,2,0,0.7487176239029811,0.7781660453324928,0.02944842142951165
6,2,1,0.7394756386157119,0.7531620933502086,0.0136864547344967
7,2,0,0.7383460829124697,0.7247951373919259,-0.013550945520543811
7,2,1,0.7674438017506269,0.7251615318286476,-0.042282269921979254
8,2,0,0.7315156358837891,0.7337633446354676,0.0022477087516784566
8,2,1,0.7391807133538479,0.75012992641265,0.010949213058802032
9,2,0,0.7285992807479443,0.7356602082145121,0.0070609274665677235
9,2,1,0.7299271720075775,0.7355871688229982,0.005659996815420731
10,2,0,0.7973106572244244,0.7723723584426464,-0.024938298781778
10,2,1,0.7614652854936619,0.7748410377437027,0.01337575225004084
11,2,0,0.7893981101188733,0.7893981101188731,-2.220446049250313e-16
11,2,1,0.7913559645745729,0.7913559645745738,8.881784197001252e-16
12,2,0,0.7854826354220471,0.7209399455114798,-0.06454268991056733
12,2,1,0.7321756878320694,0.7745208571274966,0.0423451692954272
13,2,0,0.7309906006966227,0.745479016035079,0.01448841533845635
13,2,1,0.7440258211397306,0.7356977624241441,-0.008328058715586506
14,2,0,0.7226458184420513,0.7431747398231396,0.020528921381088305
14,2,1,0.7323338568937324,0.7334018390104581,0.001067982116725652
15,2,0,0.750918288329868,0.8066396832662629,0.05572139493639494
15,2,1,0.7764728973612264,0.7620041085989245,-0.014468788762301843
16,2,0,0.7170290771430275,0.7170290771430273,-2.220446049250313e-16
16,2,1,0.7275968274926669,0.7275968274926667,-1.1102230246251565e-16
17,2,0,0.7522328469903793,0.7218864789874002,-0.030346368002979074
17,2,1,0.7526644503482861,0.7529740672437681,0.0003096168954820344
18,2,0,0.7401002674346566,0.7673640964515585,0.02726382901690183
18,2,1,0.7471744895115492,0.7372700037285674,-0.009904485782981753
19,2,0,0.7261351859795447,0.7337706856423597,0.00763549966281496
19,2,1,0.7166361594290154,0.7207398656569667,0.004103706227951309
0,3,0,0.7439512703946495,0.7518285958785257,0.007877325483876207
0,3,1,0.7539121259482029,0.75924185830681,0.00532973235860712
1,3,0,0.775431394997456,0.7447775493111841,-0.03065384568627183
1,3,1,0.7449253016183445,0.7597450332263788,0.014819731608034292
2,3,0,0.7810273360096307,0.7939085440719815,0.012881208062350824
2,3,1,0.7636547675426689,0.7571471038194575,-0.006507663723211432
3,3,0,0.7929076365494716,0.7500815051783839,-0.042826131371087706
3,3,1,0.7515203418605493,0.7428841809070283,-0.008636160953520933
4,3,0,0.7778094845146534,0.7519658655561406,-0.025843618958512726
4,3,1,0.782393331509858,0.766067791747248,-0.016325539762609975
5,3,0,0.7611824096375099,0.7575794999362415,-0.0036029097012684197
5,3,1,0.7583880491501566,0.7510229086298714,-0.0073651405202851405
6,3,0,0.7934532218618637,0.7575651678090817,-0.03588805405278206
6,3,1,0.762842333584396,0.7407364012578898,-0.02210593232650626
7,3,0,0.7642170077895796,0.7526929974552209,-0.01152401033435868
7,3,1,0.7591112742022931,0.7520574377466646,-0.007053836455628515
8,3,0,0.7612702824866522,0.7681454766263285,0.0068751941396762994
8,3,1,0.7851420194473374,0.7675414331681525,-0.017600586279184927
9,3,0,0.7535235597634848,0.7516956109512051,-0.0018279488122797671
9,3,1,0.7384555671965051,0.7276471198431538,-0.010808447353351291
10,3,0,0.7544685210827784,0.7675815802941095,0.013113059211331102
10,3,1,0.7950064682713301,0.7488296571463593,-0.04617681112497085
11,3,0,0.7689656247770528,0.7689656247770508,-1.9984014443252818e-15
11,3,1,0.7947249419639882,0.7947249419639881,-1.1102230246251565e-16
12,3,0,0.7940413386903686,0.7278522117265832,-0.06618912696378543
12,3,1,0.7565842742270428,0.8096932525384587,0.05310897831141592
13,3,0,0.7641490284343445,0.735267006126003,-0.02888202230834147
13,3,1,0.7624040981674431,0.7748527957910265,0.01244869762358336
14,3,0,0.74637168426584,0.7575040234338705,0.01113233916803047
14,3,1,0.750070870844758,0.7520217406187109,0.001950869773952868
15,3,0,0.8607404464989854,0.7856524812759488,-0.07508796522303662
15,3,1,0.7778140111220039,0.7523836562981746,-0.02543035482382927
16,3,0,0.7362035852629033,0.7362035852629035,2.220446049250313e-16
16,3,1,0.7289688022333046,0.7289688022333046,0.0
17,3,0,0.7920508872873543,0.7204006225194559,-0.07165026476789838
17,3,1,0.7614068125781353,0.7487591002518671,-0.012647712326268157
18,3,0,0.7559722696905196,0.7943204461652245,0.0383481764747049
18,3,1,0.7362767394028386,0.7573005838463598,0.021023844443521233
19,3,0,0.7281069960113544,0.735356093863096,0.007249097851741548
19,3,1,0.724265501935236,0.7458788548748724,0.0216133529396364
0,4,0,0.7405981659615951,0.7541080661739883,0.013509900212393178
0,4,1,0.736319372065847,0.7334960354592832,-0.0028233366065637533
1,4,0,0.7285442799618093,0.7233793624420439,-0.005164917519765333
1,4,1,0.7367113090237549,0.7335714765172782,-0.0031398325064767585
2,4,0,0.7531528340935376,0.7515672241357425,-0.0015856099577951088
2,4,1,0.7524437002816133,0.7482600432103163,-0.004183657071297087
3,4,0,0.7081883955792796,0.7086658384057812,0.0004774428265016395
3,4,1,0.7352120640938163,0.7137584247454742,-0.0214536393483421
4,4,0,0.7489983261858291,0.7428746832340333,-0.0061236429517957935
4,4,1,0.7370876409854532,0.7156075658814753,-0.02148007510397787
5,4,0,0.7299330711774119,0.7396012015578599,0.009668130380448003
5,4,1,0.7526689131997588,0.7589794311367546,0.006310517936995774
6,4,0,0.7411641055378881,0.7317511679915452,-0.009412937546342981
6,4,1,0.7418092377688157,0.7346042172041485,-0.007205020564667208
7,4,0,0.7558658693432113,0.725367866939679,-0.030498002403532287
7,4,1,0.7315384789861566,0.6980296527867729,-0.03350882619938378
8,4,0,0.7254482830791896,0.7325370971704135,0.007088814091223861
8,4,1,0.727560617662866,0.735944603334284,0.00838398567141807
9,4,0,0.7271891944192274,0.7030721531745662,-0.024117041244661186
9,4,1,0.7080069265231916,0.7233312713678659,0.015324344844674265
10,4,0,0.7887573945824913,0.7592337010326883,-0.029523693549803
10,4,1,0.7619330793541808,0.720240606994724,-0.04169247235945672
