block,structural_hash,depth,two_qubit_gate_count,total_trainable_params,val_logloss,transpiled_two_qubit,transpiled_depth,wall_clock_seconds
1,ef34cf24eca2,14,10,53,0.7358166204128406,28,33,3.2727
1,effb0556a789,11,7,53,0.7352518986545495,21,28,3.2921
1,f0cf67a6df48,13,10,53,0.7014608501935997,19,26,2.9443
1,f2442c369b58,7,4,53,0.7320891597032821,12,17,2.3159
1,f390f97c35ae,7,3,53,0.7195871356391785,6,11,2.298
1,f433a16f211e,13,10,53,0.7557621695560638,19,24,2.8357
1,f4cb7a4c121f,11,7,53,0.7667418116446304,18,23,2.8073
1,f58e85e5f2fc,7,4,53,0.7371832136616708,12,17,2.6807
1,f5f71c50e798,10,7,53,0.7820655938747499,23,36,2.8613
1,f7d45e3155b1,17,14,53,0.7576459392483161,46,53,3.2039
1,fbb7daf3abe6,12,9,53,0.7723532361123984,18,31,2.9715
1,fef586c0c93f,13,10,53,0.7510930473511889,29,37,2.7836
1,ff97d992ffff,7,3,53,0.7527932063341991,6,17,2.8408
2,0008a0d620c9,11,7,53,0.7508667399877027,20,29,3.0368
2,036513ec3909,13,10,53,0.7253401452300745,29,36,2.9217
2,0398b76ad5f9,12,7,53,0.7128957657279382,23,32,3.3904
2,04674db05f0e,12,7,53,0.7203404613625928,19,28,3.1401
2,0666ddf5a596,9,4,53,0.7268515668765112,14,23,2.8274
2,07b16a99f569,4,0,53,0.7201599549218978,0,4,2.1607
2,0982e56f483e,13,10,53,0.7297010839725357,28,37,3.4711
2,0a0ec1d37b3a,11,8,53,0.6947184052050768,26,32,3.3198
2,0a2c01a0b50d,11,10,53,0.7759695008993619,18,23,2.8196
2,0ace4c49ce0d,10,7,53,0.7327110714617215,23,34,2.8569
2,0b1c564f1310,11,7,53,0.738708360387359,16,19,2.52
2,0ba749304dd0,8,4,53,0.7639710324057505,10,13,2.7784
2,0c18287a2413,17,14,53,0.7875397183428049,44,46,3.7959
2,0cc5d7ab620a,16,14,53,0.7074430492247671,45,53,3.2138
2,1185d77d745f,9,4,53,0.7489647045403351,10,15,2.8928
2,12d19e69c38f,16,15,53,0.7166128983933773,47,48,3.1153
2,131e1fd2628a,14,11,53,0.7369687444258752,36,44,2.8524
2,13b3a2e1d851,9,7,53,0.7094048357939403,17,24,2.6692
2,13e3290c60c3,8,4,53,0.7184825104200333,8,10,2.3871
2,148e4eb731ef,11,8,53,0.7028951735633283,28,34,2.7486
2,170257dd9920,9,3,53,0.7202720526063643,3,12,3.4397
2,185fb8c393f2,16,13,53,0.712904477391739,37,44,3.2216
2,19f564e45cac,13,11,53,0.7125343374383523,37,38,2.6738
2,1b4120628fc6,13,11,53,0.7454928632796537,31,36,3.1854
2,2088c4f0d60c,4,0,53,0.7206281263110675,0,4,2.1077
2,212ff3c00341,10,6,53,0.7235179892801901,12,20,3.0412
2,22e53edd9fb8,10,7,53,0.7535618657275375,13,18,2.7104
2,25ff6b17d2b1,19,18,53,0.7324367620916753,56,58,3.3278
2,2809196352c7,11,7,53,0.7380477321352567,11,16,3.0778
2,2f32cd0a3c4d,16,14,53,0.7051983363712649,37,45,3.0903
2,2ff0ad316ca3,15,11,53,0.7448711122692185,36,42,3.1778
2,333ab963d46a,21,19,53,0.7545288626268205,62,59,3.2441
2,34f123fd3ec6,13,8,53,0.7420056203636969,26,34,3.5474
2,39d826a64d6e,12,8,53,0.6877824136397389,30,36,3.1371
2,39e658e13214,9,6,53,0.7381576612737477,12,21,2.6293
2,3b7c3105dcd1,4,0,53,0.7165193663076131,0,4,2.4029
2,3bdb74a459a0,7,3,53,0.7329893817932978,6,12,2.4084
2,3d94bc3b5ee8,7,3,53,0.7213977117543179,6,14,2.7287
2,3dad662f670d,7,3,53,0.7364673192706901,3,7,2.5314
2,4069e4636a08,8,4,53,0.7316466658863607,14,21,2.646
2,424f11391ed6,7,3,53,0.7428495524859716,3,7,2.2494
2,43e4afecd68d,12,10,53,0.70690196483741,18,22,2.9952
2,45c9972d5777,7,3,53,0.7679114237441671,3,7,2.2304
2,48575b073ae5,15,13,53,0.7821724874939759,36,44,3.2457
2,48777ec3433c,7,3,53,0.7016927070219335,6,14,2.4306
2,4a0be76e4998,11,7,53,0.7174786005864385,23,31,2.8578
2,4a81dc62cff5,10,7,53,0.7154336886544619,19,28,2.9436
2,4b0a53601342,10,7,53,0.7415859823964703,23,29,2.6923
2,4b8bfdff4376,13,10,53,0.7324062469301266,30,35,3.152
2,4da117fd5f9e,9,4,53,0.7144231155258489,10,17,2.6944
2,5187183af40f,16,14,53,0.6952522389317337,42,48,3.2432
2,52143ae4ac4b,7,4,53,0.6939158744482085,14,20,2.5117
2,529f94be7b94,13,10,53,0.7045135804788205,30,33,3.1064
2,5434f6036ce1,8,4,53,0.7266664115849679,10,14,2.3508
2,57042f8c2ffb,12,7,53,0.7107126258613091,16,24,2.8555
2,5798c06e601b,12,8,53,0.7475629754983355,26,30,2.841
2,581655648b3f,14,11,53,0.7036087626251473,36,43,3.4614
2,5c8acd9c9626,13,10,53,0.7484951524404824,26,32,3.0673
2,5f60874932a6,4,0,53,0.7144127850472257,0,4,2.255
2,61c04d782603,7,4,53,0.7122082439226745,12,17,3.0533
2,61d8ee298451,14,12,53,0.7234417156615891,44,40,2.8661
2,65e2bdeb4ce4,9,6,53,0.7262804558393718,6,13,2.881
2,660686604c65,10,6,53,0.7597230533550289,15,24,3.0067
2,69d8baa2e6f5,13,8,53,0.7732514421688388,26,35,3.4123
2,6a2bc7144044,11,10,53,0.7746674786561372,20,27,3.1409
2,6bced5a08fbb,7,3,53,0.723075011709695,6,10,2.3637
2,6c06e2848b17,11,6,53,0.7310065797265783,12,23,3.0738
2,6c1699daf1ec,16,15,53,0.8415963342675198,47,47,3.0044
2,6c71145ed992,8,4,53,0.7148827796501293,10,13,2.3895
2,6dd137af510f,7,3,53,0.7398369095910937,6,16,2.4561
2,6df3d7537ca4,7,4,53,0.7290897614540811,12,17,2.3586
2,712d8aea6e74,15,12,53,0.7467397781783709,44,43,2.968
2,7623f278a174,7,4,53,0.7157161979173547,14,21,2.418
2,772495a64140,7,4,53,0.7068017842333477,14,20,2.6994
2,772495a64140,7,4,53,0.7052271912850305,14,20,2.4277
2,7937a4bd2746,16,12,53,0.7283521049690967,42,41,3.5111
2,79fe5285be95,11,8,53,0.7347959217007969,30,38,2.7565
2,7a594386975c,10,6,53,0.7046002749591881,15,27,2.6814
2,7b8e4511db9b,7,3,53,0.6910682367814173,6,14,2.4175
2,7d4f1ae03bda,11,7,53,0.7246937344052028,21,26,2.8438
2,7e428a0a1e55,13,11,53,0.733764777124171,36,43,2.8657
2,7eb47eddb557,9,7,53,0.7670219795948042,15,19,2.641
2,7ed6b3c713eb,9,3,53,0.7251267625265314,3,11,2.9882
2,7f3aed384f51,4,0,53,0.7059536369121416,0,4,2.3292
2,7f730f43f251,8,4,53,0.7274991692590962,14,21,2.593
2,7f730f43f251,8,4,53,0.7158659670590466,14,21,2.6837
2,7f9a014d9911,15,11,53,0.7321503024745541,34,38,3.1414
2,7fb72e084c89,9,6,53,0.7641233039938385,6,13,2.5279
2,8003fa6cf58d,13,10,53,0.7139418941690656,24,28,3.2013
2,80efcde460dd,4,0,53,0.7090837266857796,0,4,2.2128
2,82741cbc2658,14,11,53,0.694319668678369,37,42,3.2816
2,82a6995d4eda,16,12,53,0.7472613422595219,42,40,3.3473
2,84aa1400ba69,7,3,53,0.7353725559595844,6,15,2.6113
2,84f9eda0ca3e,16,12,53,0.7319975951063802,38,38,3.3284
2,880b6af94720,10,7,53,0.7177352484965998,19,27,2.6647
2,880b6af94720,10,7,53,0.6828056066111987,19,27,2.4961
2,8a1b91cc9467,4,0,53,0.7134251396647068,0,4,2.2988
2,8b3f5c70e7ed,13,11,53,0.7614577472842843,33,34,2.8933
2,8b975a728ca1,7,4,53,0.7176124190120354,12,17,2.5351
2,8e249f067bad,18,15,53,0.7016255576720322,50,55,3.2743
2,8fea3c837ab6,15,12,53,0.7676580408632915,46,45,2.995
2,9004f02d23b4,11,8,53,0.7177827279017659,30,38,2.7142
2,900aa8d34eaf,9,7,53,0.7419412793544189,17,24,2.9233
2,91c7d35d089f,12,8,53,0.721347595917895,26,33,3.0904
2,95b94d178edd,10,8,53,0.7261809163413298,28,33,2.8901
2,97a9fea463c4,7,3,53,0.6994018608210887,6,14,2.6829
2,97fc797ea1be,8,4,53,0.7222110120520459,10,12,2.4151
2,9868de57980f,10,6,53,0.733729137767795,12,17,2.5799
2,98a96477caea,7,3,53,0.7457013864141265,6,12,2.5713
2,9904b7b570f4,11,8,53,0.7209386588987821,30,37,2.8308
2,998f5b525162,7,3,53,0.6968279750128108,3,11,2.4394
2,99bd7cb33a0a,14,14,53,0.7369135016931241,38,42,3.803
2,9ad604f29ffc,10,6,53,0.7100008189079292,12,20,2.5504
2,9b5c1727fd1a,13,8,53,0.7557398523323927,30,39,3.1333
2,9ceb2d4f4a42,7,4,53,0.7424357161903454,14,21,2.3935
2,9ceb2d4f4a42,7,4,53,0.7295493994013966,14,21,2.9438
2,9d3d9df7db75,9,6,53,0.7491101548552833,12,15,2.7792
2,9d5a063356a2,17,15,53,0.735744198385322,49,46,3.7737
2,9e741357a1c5,15,13,53,0.7178479606515507,35,45,3.1372
2,9eaeedb418c6,13,10,53,0.7182432394859865,29,34,2.8755
2,a1b15ee0e66f,4,0,53,0.7165180378099246,0,4,3.4647
2,a4efb484fc92,10,6,53,0.7024579059477737,12,22,2.9191
2,a5d4bf93423d,12,10,53,0.7148546932366655,27,35,3.265
2,a7b79167a48b,7,4,53,0.7098163980823982,12,17,2.8206
2,a7b79167a48b,7,4,53,0.7011741926676955,12,17,2.6011
2,a7e735c5993c,15,11,53,0.7576811218220977,36,45,3.7723
2,a8832f00340a,15,13,53,0.7629287027230077,41,50,3.0218
2,aa020c837fda,7,3,53,0.7079685268522063,3,11,2.3934
2,aac25e7d8468,4,0,53,0.7076555592811672,0,4,2.3696
2,aac25e7d8468,4,0,53,0.6944926708197522,0,4,2.1958
2,ad31888f15f0,10,7,53,0.7457383245203926,23,34,3.0007
2,ae12af457972,16,14,53,0.7151239141827553,40,46,3.1908
2,ae6343d66770,7,4,53,0.7197432334070438,12,17,2.454
2,aea67b7c2242,9,6,53,0.7083941324319221,12,25,2.7203
2,aff2f1d6be55,12,7,53,0.7309342581200262,19,27,3.0253
2,b01051a0a151,11,7,53,0.7223016970423098,20,26,2.9307
2,b0cd699ece2a,9,6,53,0.7035340640204981,12,19,2.6117
2,b38162d761bf,11,9,53,0.7305800315968314,9,16,2.8444
2,b393daf5dc0a,7,3,53,0.7253671692572174,6,11,2.3326
2,b4e9e3277f2b,12,9,53,0.7326114549380379,18,30,2.8302
2,b62ea45650c8,20,18,53,0.751847107332465,55,56,3.7605
2,b726388bc8cb,14,11,53,0.7140438567795512,34,43,2.928
2,b74d16352c67,10,6,53,0.7212541894111127,12,20,3.1476
2,b78084171a0a,15,12,53,0.7319771053283153,42,43,3.1709
2,b78b6445a2dd,7,4,53,0.706831862603465,14,20,2.3751
2,b911c67dae93,12,7,53,0.7600468623371511,16,26,3.0911
2,b9c34e1488cc,7,3,53,0.8148305455140935,6,17,2.4539
2,ba93c591a12a,7,3,53,0.7216125119831432,3,11,2.5285
2,bb215d5b0cd3,10,7,53,0.7169764269389606,23,34,2.6664
2,bce51f1997a3,10,7,53,0.7166781938461655,19,28,2.8132
2,bdcad8be0e2e,16,14,53,0.7226559405377643,46,51,3.155
2,be2d3fd6e5a9,4,0,53,0.7203941351482513,0,4,2.1764
2,bf1593c370d7,13,11,53,0.7215528621518879,33,39,3.3204
2,c06044b25e7e,8,3,53,0.7590180482574297,6,16,2.9935
2,c19525470e9c,11,8,53,0.7188489207158445,26,30,3.9911
2,c1f259a85702,7,3,53,0.7250718133961103,6,17,2.4526
2,c42807254cf1,9,3,53,0.6974315520795907,3,11,3.3336
2,c48a32edae90,10,7,53,0.7150015113327235,23,34,2.6739
2,c527d4e4bea6,5,0,53,0.731491119625265,0,5,2.4171
2,c7e02d89194a,10,6,53,0.7380027730739754,6,10,2.8252
2,c7f863da692b,12,11,53,0.7725123767820798,35,38,2.8546
2,cd763c399386,10,7,53,0.7636069166300301,23,36,2.6877
2,cd83f6e9cb10,10,4,53,0.7292698649773816,10,19,3.3314
2,cf6af742189c,9,6,53,0.7613188623025084,12,21,2.6357
2,d1b5248a49c2,11,8,53,0.773426739700085,28,33,3.0215
2,d2117d539262,11,10,53,0.7418171540374457,20,26,2.8248
2,d28bc0c48242,10,7,53,0.7367597737644682,19,28,2.7429
2,d2bad76f1c51,10,7,53,0.7104528224079124,23,30,2.6403
2,d4a0a85e103c,14,11,53,0.704243760757473,29,36,3.4798
2,d5bb027f1e42,10,6,53,0.7333464139524797,12,19,2.547
2,d5c082b51b85,9,7,53,0.7233170346531084,17,25,2.6634
2,d87f6b00d8b8,7,3,53,0.718699480039425,6,13,2.3968
2,d885d2bef868,10,8,53,0.7363079042316192,30,36,2.9058
2,d97ccd04f4f5,7,4,53,0.7014165588780414,14,20,2.464
2,db04c1a2ee60,10,6,53,0.7391309390467856,15,25,2.6032
2,dbc2aeda97e0,12,8,53,0.7192911771062293,26,31,2.9283
2,dc479c41f6bb,5,0,53,0.7032549411155271,0,5,2.3536
2,dd3d12e5859e,13,10,53,0.7810983113232167,26,32,2.8595
2,de35d8547e55,17,15,53,0.6993047535991572,49,51,3.411
2,deec1dc6e31d,7,3,53,0.7140480207394716,6,10,2.3165
2,e13f09b8a58a,4,0,53,0.7002222844170337,0,4,2.1408
2,e13f09b8a58a,4,0,53,0.697747262955181,0,4,2.2182
2,e425705d298f,10,6,53,0.7604477822083265,6,14,3.1287
2,e42bca3d18a6,15,11,53,0.7512031062238873,37,44,3.1863
2,e556967495b4,7,3,53,0.7093835428322798,3,7,2.2965
2,e556967495b4,7,3,53,0.7386240065720792,3,7,2.8491
2,e5ee2539a8d2,9,6,53,0.7289768248272264,6,15,2.6508
2,e603adab834b,8,4,53,0.736232761332408,10,17,2.5507
2,e6ef0fc23911,4,0,53,0.7102676654457893,0,4,2.1617
2,e7a113149909,12,11,53,0.7013954892547678,35,40,2.8507
2,e9e4ce1b9992,7,4,53,0.7489231265740403,14,21,2.8121
2,ec3d3cfa1e99,13,11,53,0.7157179103488611,37,37,2.8765
2,ec47dc1d6a98,7,3,53,0.6962735451727808,3,11,2.813
2,ed9992583ace,14,11,53,0.7544989483993981,29,34,3.0707
2,edb832558599,10,7,53,0.7144487755109156,23,29,2.6607
2,eeceb7015040,15,11,53,0.7541878874185444,36,43,3.7095
2,ef34cf24eca2,14,10,53,0.7381817570355019,28,33,2.9036
2,effb0556a789,11,7,53,0.7467499771716929,21,28,3.5101
2,f04544d5256f,12,10,53,0.7080435350130876,23,33,2.9234
2,f4cb7a4c121f,11,7,53,0.7301357046969918,18,23,3.027
2,f62f5cb25f93,10,4,53,0.7304195744701992,10,16,3.2326
2,f7d45e3155b1,17,14,53,0.7019920057751865,46,53,3.2758
2,f9210940f752,7,3,53,0.7010975596553759,3,11,2.3233
2,fd77ebb0115c,7,3,53,0.7979688334740933,3,11,3.1107
2,ffc7d3d0c2c5,11,6,53,0.7823039307492589,13,22,2.9912
3,010edf818386,10,6,53,0.7871583722730519,6,13,2.7293
3,015c7c5812c3,7,3,53,0.7192796908275522,6,14,3.1283
3,0259740f3871,7,3,53,0.7652859136751702,3,11,2.5138
3,0679fe347bae,9,6,53,0.7232087625193235,6,15,2.9831
3,06be69d30f87,12,7,53,0.7295363793535588,19,25,2.9829
3,07b16a99f569,4,0,53,0.7503198619789553,0,4,2.3766
3,0a0ec1d37b3a,11,8,53,0.7200707394699718,26,32,2.8932
3,0ace4c49ce0d,10,7,53,0.6920897913754778,23,34,2.6362
3,0b1c564f1310,11,7,53,0.7664073754343879,16,19,2.5111
3,0beaa6097ab1,18,15,53,0.7643971529291719,50,60,3.3004
3,0d95889f9057,10,4,53,0.7431051054567217,10,18,3.1181
3,0fd685f341b9,13,11,53,0.7481426966245841,31,39,3.2844
3,1185d77d745f,9,4,53,0.767081102723768,10,15,2.6284
3,124425042844,14,11,53,0.7456410215978315,29,35,3.0826
3,12d30fb7db45,7,3,53,0.7534201917705218,6,13,2.6684
3,13e3290c60c3,8,4,53,0.7973158074524388,8,10,2.4353
3,15f9353231c9,10,6,53,0.7408474181310836,12,20,2.8394
3,16bd9d15e668,14,11,53,0.7817675234636527,33,40,3.1913
3,16dd728ed073,10,6,53,0.7815169856451041,15,28,2.8858
3,178d15583e3b,9,3,53,0.7455495859108573,6,15,3.4194
3,185fb8c393f2,16,13,53,0.7205417567118889,37,44,3.0449
3,19f564e45cac,13,11,53,0.7364316968717614,37,38,2.679
3,1b8f61fb12ab,14,11,53,0.7635258290284106,29,36,3.14
3,1c0887857cf3,6,0,53,0.7162644354175226,0,4,2.9474
3,1ca34c52576f,15,13,53,0.7194327555441927,38,45,2.9517
3,1f1a353443ff,18,15,53,0.7304847997848181,52,64,3.2136
3,22e53edd9fb8,10,7,53,0.8053879237333494,13,18,2.6531
3,25edab005a82,18,15,53,0.7422137370056087,52,62,3.2398
3,26f2a46ff69a,11,7,53,0.7866451598355582,16,22,3.0434
3,26f90d079a54,13,10,53,0.7515682401642008,26,31,3.0503
3,2809196352c7,11,7,53,0.7324138954611937,11,16,2.8995
3,2a000e114ce3,13,8,53,0.7205961985828396,26,34,3.1352
3,2a53c972e3e1,10,6,53,0.7372234684992653,15,25,2.7893
3,2af1b7edafc0,7,3,53,0.8000585358704432,3,11,2.5953
3,2c2794d151e3,9,6,53,0.797542405032887,6,15,3.3615
3,2f32cd0a3c4d,16,14,53,0.7304851037127033,37,45,3.1257
3,313beb228912,7,3,53,0.7394950325640236,3,7,2.4809
3,333ab963d46a,21,19,53,0.7440379238966529,62,59,3.0688
3,344076f4dfdf,10,6,53,0.7196477470556519,15,25,2.9228
3,34f123fd3ec6,13,8,53,0.7660450109489625,26,34,3.0577
3,3541f548835d,13,10,53,0.7912547001359119,24,30,2.9592
3,35db80de5ba2,5,0,53,0.7469699525237533,0,5,2.4825
3,393e1b54bba5,9,6,53,0.780391314147685,6,13,2.6995
3,39d826a64d6e,12,8,53,0.8258529661073175,30,36,2.9213
3,3b2eb29b430e,13,9,53,0.7404245624755242,21,29,2.7546
3,3b7c3105dcd1,4,0,53,0.7295671069070161,0,4,2.4428
3,3bdb74a459a0,7,3,53,0.7661485647157649,6,12,2.4632
3,3bf282bc26be,12,7,53,0.7541851872481571,15,21,3.1914
3,3c13d4941bd6,8,3,53,0.7900361664903175,3,8,3.4542
3,3dad662f670d,7,3,53,0.7722499088421844,3,7,2.793
3,3dc4f3b3316b,7,3,53,0.7266342746019465,6,13,2.4801
3,424f11391ed6,7,3,53,0.7748401527845538,3,7,2.2372
3,43e4afecd68d,12,10,53,0.7531413388037311,18,22,2.7923
3,4426b1775257,7,3,53,0.7281473684397992,6,14,2.5997
3,48affc77a385,9,6,53,0.7665003611168372,6,15,2.8056
3,491aafb8ef56,7,3,53,0.764920634284467,3,11,2.6575
3,493894aee014,12,7,53,0.7403170810972728,19,29,3.289
3,4a81dc62cff5,10,7,53,0.7143120747234607,19,28,3.0852
3,4b0a53601342,10,7,53,0.7594867237510099,23,29,2.6563
3,4b8bfdff4376,13,10,53,0.7657732376465874,30,35,2.8813
3,4da117fd5f9e,9,4,53,0.7378023530676915,10,17,2.6457
3,52143ae4ac4b,7,4,53,0.782895411923145,14,20,2.404
3,529f94be7b94,13,10,53,0.7662880412187376,30,33,2.6765
3,5434f6036ce1,8,4,53,0.8211703987872396,10,14,2.338
3,54a01d812123,9,6,53,0.7833081219069099,6,13,2.7256
3,54e011fc56a6,7,3,53,0.6854862574120915,6,13,2.5084
3,54f979f9513c,8,3,53,0.7303089881725185,3,11,2.8273
3,567df35fe74e,10,8,53,0.744334691690492,28,33,2.5138
3,57042f8c2ffb,12,7,53,0.7650391002197847,16,24,2.8696
3,581655648b3f,14,11,53,0.7210764314525189,36,43,2.9571
3,59fb5c4dcc20,10,7,53,0.7805980808890347,19,27,2.556
3,5a001391bcb8,8,4,53,0.7435235866398145,10,17,2.7846
3,5a7671171960,9,4,53,0.7520549316491658,10,17,2.9419
3,5c8acd9c9626,13,10,53,0.7183556634002258,26,32,3.3927
3,5f60874932a6,4,0,53,0.7255933124227306,0,4,2.1797
3,61d8ee298451,14,12,53,0.8309870566214503,44,40,2.7359
3,62c08d25c36b,8,3,53,0.6953909771740875,6,16,3.3659
3,660686604c65,10,6,53,0.7952215197904638,15,24,2.633
3,6b5c74288ed2,16,13,53,0.7813299750563373,34,43,2.7885
3,6b867ae6976c,7,3,53,0.7366981637668277,3,11,2.6231
3,6bced5a08fbb,7,3,53,0.7281544024004456,6,10,2.4505
3,6c00e79bfcbd,11,7,53,0.751407889273439,19,26,2.8215
3,6c06e2848b17,11,6,53,0.7059907497930851,12,23,2.7261
3,6c1699daf1ec,16,15,53,0.7679220072689075,47,47,3.2644
3,6c71145ed992,8,4,53,0.7409868382912398,10,13,2.4262
3,6dd137af510f,7,3,53,0.762312331628701,6,16,2.4531
3,6df3d7537ca4,7,4,53,0.703894267142607,12,17,2.3347
3,6df3d7537ca4,7,4,53,0.7133627247276059,12,17,2.3357
3,6df7195fda33,13,8,53,0.7858299171842725,26,34,3.0964
3,706d2a85eaec,8,3,53,0.7130031825196481,6,15,2.6718
3,712d8aea6e74,15,12,53,0.7693439358603025,44,43,2.9396
3,71a4827e754f,18,15,53,0.7530601718757509,50,54,3.2524
3,735e629afc5b,11,7,53,0.7485920823570011,16,22,3.0399
3,73a7c20d05cb,8,3,53,0.6855539061597646,6,15,2.7994
3,74fa008ee170,10,7,53,0.7662883516934291,19,28,2.5973
3,7623f278a174,7,4,53,0.7233191133625795,14,21,2.7318
3,772495a64140,7,4,53,0.7670681201008434,14,20,2.5951
3,7b4b7597ba0d,8,3,53,0.7721529109485996,3,12,2.6909
3,7c5680b04622,8,3,53,0.7764699023784738,3,11,3.2053
3,7e428a0a1e55,13,11,53,0.7599102899145258,36,43,2.7662
3,7f3aed384f51,4,0,53,0.7141705424301408,0,4,2.1795
3,7f5b5d6e6c50,10,7,53,0.7225800445466689,18,23,2.4959
3,8003fa6cf58d,13,10,53,0.7388195032305862,24,28,3.0386
3,80efcde460dd,4,0,53,0.7507799057251412,0,4,2.1168
3,82741cbc2658,14,11,53,0.753580436383167,37,42,2.9354
3,82a6995d4eda,16,12,53,0.7579665008604554,42,40,3.0835
3,84bb2188d74a,8,3,53,0.7481805722883386,3,11,2.737
3,85fdea6b8d65,7,3,53,0.8137740141231257,3,11,2.5482
3,86cd9ed59ffd,14,11,53,0.7214817244678373,29,34,3.035
3,880b6af94720,10,7,53,0.7363993706999418,19,27,2.738
3,880b6af94720,10,7,53,0.7650147742875679,19,27,2.5063
3,8b3f5c70e7ed,13,11,53,0.739588931066622,33,34,2.7524
3,8b975a728ca1,7,4,53,0.724416351274147,12,17,2.7056
3,8be7939ab660,15,11,53,0.7452233232347275,32,37,3.5115
3,8e249f067bad,18,15,53,0.727103744297386,50,55,3.3216
3,8fea3c837ab6,15,12,53,0.7309537315558484,46,45,2.9609
3,9004f02d23b4,11,8,53,0.7528636189888144,30,38,2.6834
3,938e39d91028,14,10,53,0.7500558518288296,29,40,3.1515
3,94d2c4cf9626,7,3,53,0.7061404122456668,3,11,2.6962
3,95145a7387cb,10,6,53,0.7161428338895187,12,26,3.0281
3,95b94d178edd,10,8,53,0.7424761155181498,28,33,2.5249
3,97a9fea463c4,7,3,53,0.7247094922032378,6,14,2.4231
3,97fc797ea1be,8,4,53,0.7489824864547753,10,12,2.3255
3,99bd7cb33a0a,14,14,53,0.7406771937711543,38,42,2.9709
3,99fa81dc6be2,19,18,53,0.7504827043101966,54,52,3.3048
3,9a044d130a2f,11,7,53,0.778324942021997,16,23,2.95
3,9ad604f29ffc,10,6,53,0.7275452588631747,12,20,2.5684
3,9beb2d83be0e,13,10,53,0.6704663766438173,24,29,2.9518
3,9ceb2d4f4a42,7,4,53,0.7427053019808844,14,21,2.3272
3,9d3d9df7db75,9,6,53,0.7841632459148268,12,15,2.4067
3,9d5a063356a2,17,15,53,0.724282313395265,49,46,2.9079
3,9eaeedb418c6,13,10,53,0.7375701676935822,29,34,2.6553
3,a1ba3777d146,8,3,53,0.7435426413635892,6,19,3.4121
3,a1bfe389054b,11,7,53,0.7219627305369928,13,19,2.9617
3,a5d4bf93423d,12,10,53,0.7929941192806682,27,35,2.8443
3,a7b79167a48b,7,4,53,0.7618974242504931,12,17,2.3286
3,a7e735c5993c,15,11,53,0.7753688091242966,36,45,3.5596
3,aac25e7d8468,4,0,53,0.7700237635875062,0,4,2.3398
3,aac25e7d8468,4,0,53,0.7375177672481642,0,4,2.1226
3,ad31888f15f0,10,7,53,0.7486920863225702,23,34,2.5974
3,ae6343d66770,7,4,53,0.7178047207791077,12,17,2.391
3,aea67b7c2242,9,6,53,0.692630435153312,12,25,2.5949
3,aff2f1d6be55,12,7,53,0.7346243307810032,19,27,3.0138
3,b38162d761bf,11,9,53,0.7302519785578424,9,16,2.8331
3,b393daf5dc0a,7,3,53,0.772432772731817,6,11,2.3971
3,b48179e75512,16,12,53,0.7920999062532408,46,49,3.3762
3,b62ea45650c8,20,18,53,0.7592375913977674,55,56,3.142
3,b911c67dae93,12,7,53,0.7767010209121384,16,26,3.0112
3,b9a8803dad88,5,0,53,0.7064029043939275,0,5,2.8186
3,b9a8803dad88,5,0,53,0.7664429939468601,0,5,2.5404
3,ba93c591a12a,7,3,53,0.733133246366836,3,11,2.4164
3,bd237c94a6d8,14,10,53,0.7376149010882102,29,39,2.8567
3,bdcad8be0e2e,16,14,53,0.7502268631473069,46,51,3.0936
3,be2d3fd6e5a9,4,0,53,0.7540724667529647,0,4,2.1629
3,bf1593c370d7,13,11,53,0.7542613656207832,33,39,2.9706
3,c06044b25e7e,8,3,53,0.7575458888078972,6,16,2.7036
3,c19525470e9c,11,8,53,0.7080161469444592,26,30,2.6343
3,c3acf31f988f,12,7,53,0.7443114609862466,15,20,2.9558
3,c42807254cf1,9,3,53,0.7405531535499473,3,11,2.9198
3,c5010030de11,7,3,53,0.7753725255388203,6,14,2.6281
3,c527d4e4bea6,5,0,53,0.7216881385514067,0,5,2.3866
3,c75d1ccba53e,8,3,53,0.7428705392539131,6,15,2.8627
3,c75d52f7bfdb,9,4,53,0.7377181202143062,10,14,2.9585
3,c7e02d89194a,10,6,53,0.7141885989889931,6,10,2.6706
3,c7f863da692b,12,11,53,0.7694800426122747,35,38,2.6446
3,c8644377911d,8,3,53,0.7294753982304765,6,15,2.826
3,c943e449267a,16,13,53,0.7167423720603366,34,42,2.7656
3,cd454a98785b,14,11,53,0.7601317690364457,29,37,3.0662
3,cd763c399386,10,7,53,0.7992040418495651,23,36,2.6774
3,cd83f6e9cb10,10,4,53,0.7540188363477919,10,19,2.9778
3,cf855ee3f33f,12,7,53,0.805936783197747,15,20,3.0291
3,d1b5248a49c2,11,8,53,0.7026507416930755,28,33,2.5474
3,d28bc0c48242,10,7,53,0.7578114409382972,19,28,2.6104
3,d48f3cbc620e,8,3,53,0.736243669642317,6,19,2.9737
3,d4a0a85e103c,14,11,53,0.7363634728504059,29,36,3.0801
3,d4ea607f1a96,8,3,53,0.8007785213155931,3,8,2.5681
3,d5bb027f1e42,10,6,53,0.7135667278453502,12,19,2.5605
3,d87f6b00d8b8,7,3,53,0.7215959506851872,6,13,2.5785
3,d885d2bef868,10,8,53,0.732750964791779,30,36,2.5408
3,d97ccd04f4f5,7,4,53,0.7537909184419797,14,20,2.4314
3,d9f38a8cf7b8,8,4,53,0.8197383968459458,10,13,2.5607
