experiment,task,n_qubits,arm,replicate,data_seed,search_seed,budget_unique,val_metric_name,val_metric_value,primary_test_metric,primary_test_value,test_rmse,test_mae,test_auc,test_brier,num_proposed,num_valid,num_invalid,num_duplicate,num_failed,num_unique,stop_reason,logical_gate_count,logical_depth,two_qubit_count,parameter_count,transpiled_depth_line,transpiled_2q_line,llm_calls,llm_tokens,llm_cost_usd,llm_mock,model_snapshot
E1,gauss_peak_legacy,3,evolutionary_joint,0,1000,2000,16,rmse,0.13843934268678645,test_rmse,0.14602646496755256,0.14602646496755256,0.1185549796872869,,,18,16,0,2,0,16,budget_exhausted,6,6,5,5,25,10,,,,,
E1,gauss_peak_legacy,3,evolutionary_joint,1,1001,2001,16,rmse,0.12943206943365837,test_rmse,0.12086815738422278,0.12086815738422278,0.10273538100215503,,,17,16,0,1,0,16,budget_exhausted,6,4,2,5,17,4,,,,,
E1,gauss_peak_legacy,3,evolutionary_joint,2,1002,2002,16,rmse,0.10230737572344815,test_rmse,0.10262296460466956,0.10262296460466956,0.08820515141314698,,,19,16,0,3,0,16,budget_exhausted,6,5,4,5,24,11,,,,,
E1,gauss_peak_legacy,3,evolutionary_joint,3,1003,2003,16,rmse,0.17462787471909894,test_rmse,0.1664005080390724,0.1664005080390724,0.13940456720840716,,,20,16,0,4,0,16,budget_exhausted,5,4,2,4,21,4,,,,,
E1,gauss_peak_legacy,3,evolutionary_joint,4,1004,2004,16,rmse,0.11135414984186572,test_rmse,0.1134366555374991,0.1134366555374991,0.09058764499451817,,,17,16,0,1,0,16,budget_exhausted,2,2,0,1,5,0,,,,,
E1,gauss_peak_legacy,3,evolutionary_joint,5,1005,2005,16,rmse,0.1978951987538787,test_rmse,0.20067880677255717,0.20067880677255717,0.17480716831237914,,,21,16,0,5,0,16,budget_exhausted,6,6,2,5,14,4,,,,,
E1,gauss_peak_legacy,3,evolutionary_joint,6,1006,2006,16,rmse,0.2131844925197841,test_rmse,0.20610888299220084,0.20610888299220084,0.18180203238826081,,,19,16,0,3,0,16,budget_exhausted,6,5,3,5,15,6,,,,,
E1,gauss_peak_legacy,3,evolutionary_joint,7,1007,2007,16,rmse,0.10543749979084976,test_rmse,0.10666453026302512,0.10666453026302512,0.09028786446068247,,,19,16,0,3,0,16,budget_exhausted,6,6,3,3,24,6,,,,,
E1,gauss_peak_legacy,3,evolutionary_joint,8,1008,2008,16,rmse,0.20107959952009283,test_rmse,0.20416667427545446,0.20416667427545446,0.1784592692130724,,,19,16,0,3,0,16,budget_exhausted,6,5,3,4,20,9,,,,,
E1,gauss_peak_legacy,3,evolutionary_joint,9,1009,2009,16,rmse,0.19349974308614123,test_rmse,0.19144728577472817,0.19144728577472817,0.16709774720728865,,,17,16,0,1,0,16,budget_exhausted,4,4,3,3,23,6,,,,,
E1,gauss_peak_legacy,3,random_joint,0,1000,2000,16,rmse,0.14040792222956808,test_rmse,0.146734927957678,0.146734927957678,0.12192298246954945,,,16,16,0,0,0,16,budget_exhausted,4,4,2,3,17,4,,,,,
E1,gauss_peak_legacy,3,random_joint,1,1001,2001,16,rmse,0.11936194275095369,test_rmse,0.11272250615168669,0.11272250615168669,0.09689623091620149,,,16,16,0,0,0,16,budget_exhausted,6,5,1,5,18,2,,,,,
E1,gauss_peak_legacy,3,random_joint,2,1002,2002,16,rmse,0.17657859118700076,test_rmse,0.1745420465970834,0.1745420465970834,0.14845888130566798,,,16,16,0,0,0,16,budget_exhausted,2,2,1,1,10,2,,,,,
E1,gauss_peak_legacy,3,random_joint,3,1003,2003,16,rmse,0.10768667411140304,test_rmse,0.10455389100249328,0.10455389100249328,0.09096634213157355,,,16,16,0,0,0,16,budget_exhausted,5,4,2,3,18,4,,,,,
E1,gauss_peak_legacy,3,random_joint,4,1004,2004,16,rmse,0.11929681980220976,test_rmse,0.11840163785349982,0.11840163785349982,0.10132134152415623,,,16,16,0,0,0,16,budget_exhausted,5,3,1,3,15,2,,,,,
E1,gauss_peak_legacy,3,random_joint,5,1005,2005,16,rmse,0.12089843479737639,test_rmse,0.11436159989175058,0.11436159989175058,0.09577578349138882,,,16,16,0,0,0,16,budget_exhausted,5,3,0,2,6,0,,,,,
E1,gauss_peak_legacy,3,random_joint,6,1006,2006,16,rmse,0.1901863205876781,test_rmse,0.1888256525414919,0.1888256525414919,0.1479572141648211,,,16,16,0,0,0,16,budget_exhausted,4,3,1,2,11,2,,,,,
E1,gauss_peak_legacy,3,random_joint,7,1007,2007,16,rmse,0.11451981564607455,test_rmse,0.11510254249874045,0.11510254249874045,0.10130664902671659,,,16,16,0,0,0,16,budget_exhausted,3,3,1,2,10,2,,,,,
E1,gauss_peak_legacy,3,random_joint,8,1008,2008,16,rmse,0.16495254155470676,test_rmse,0.16925181045703266,0.16925181045703266,0.14281281401213783,,,16,16,0,0,0,16,budget_exhausted,2,2,0,1,4,0,,,,,
E1,gauss_peak_legacy,3,random_joint,9,1009,2009,16,rmse,0.16225590156223407,test_rmse,0.1578555288824457,0.1578555288824457,0.13011726754573083,,,16,16,0,0,0,16,budget_exhausted,4,4,3,3,20,9,,,,,
E1,sin_freq,3,evolutionary_joint,0,1000,2000,16,rmse,0.22575126237940324,test_rmse,0.23057525097184423,0.23057525097184423,0.20206584080767365,,,20,16,0,4,0,16,budget_exhausted,5,4,2,4,14,4,,,,,
E1,sin_freq,3,evolutionary_joint,1,1001,2001,16,rmse,0.24704741574746605,test_rmse,0.26173495265459035,0.26173495265459035,0.2222260458099291,,,19,16,0,3,0,16,budget_exhausted,5,5,2,4,20,4,,,,,
E1,sin_freq,3,evolutionary_joint,2,1002,2002,16,rmse,0.22005245985664257,test_rmse,0.2274323934198078,0.2274323934198078,0.19859389046827963,,,21,16,0,5,0,16,budget_exhausted,3,3,1,2,13,2,,,,,
E1,sin_freq,3,evolutionary_joint,3,1003,2003,16,rmse,0.29291787173289174,test_rmse,0.2924796723904756,0.2924796723904756,0.2534615486349875,,,19,16,0,3,0,16,budget_exhausted,6,4,3,5,23,6,,,,,
E1,sin_freq,3,evolutionary_joint,4,1004,2004,16,rmse,0.31854181032123186,test_rmse,0.3054002812882937,0.3054002812882937,0.2596522277015574,,,24,16,0,8,0,16,budget_exhausted,6,4,3,5,15,6,,,,,
E1,sin_freq,3,evolutionary_joint,5,1005,2005,16,rmse,0.2857369175503471,test_rmse,0.2927042298646287,0.2927042298646287,0.2506517686493978,,,18,16,0,2,0,16,budget_exhausted,3,3,1,2,11,2,,,,,
E1,sin_freq,3,evolutionary_joint,6,1006,2006,16,rmse,0.2876536056362937,test_rmse,0.29129922360887195,0.29129922360887195,0.2527522974136865,,,22,16,0,6,0,16,budget_exhausted,3,3,1,2,15,2,,,,,
E1,sin_freq,3,evolutionary_joint,7,1007,2007,16,rmse,0.22224398839424692,test_rmse,0.22779610657171348,0.22779610657171348,0.18419223666533113,,,21,16,0,5,0,16,budget_exhausted,6,5,3,5,28,6,,,,,
E1,sin_freq,3,evolutionary_joint,8,1008,2008,16,rmse,0.2981340697982624,test_rmse,0.2994061403114059,0.2994061403114059,0.2583517334548777,,,17,16,0,1,0,16,budget_exhausted,6,6,4,4,22,11,,,,,
E1,sin_freq,3,evolutionary_joint,9,1009,2009,16,rmse,0.2939333721053802,test_rmse,0.2956281600993872,0.2956281600993872,0.24867846571886593,,,16,16,0,0,0,16,budget_exhausted,5,5,2,4,19,4,,,,,
E1,sin_freq,3,random_joint,0,1000,2000,16,rmse,0.2330052792572949,test_rmse,0.22962267977830858,0.22962267977830858,0.198474333665365,,,16,16,0,0,0,16,budget_exhausted,4,4,1,3,12,2,,,,,
E1,sin_freq,3,random_joint,1,1001,2001,16,rmse,0.2696204154303314,test_rmse,0.2766897459500927,0.2766897459500927,0.22598026073844435,,,16,16,0,0,0,16,budget_exhausted,6,4,1,4,11,2,,,,,
E1,sin_freq,3,random_joint,2,1002,2002,16,rmse,0.2910954527277481,test_rmse,0.2943755877275041,0.2943755877275041,0.25309960099753054,,,16,16,0,0,0,16,budget_exhausted,3,2,0,1,5,0,,,,,
E1,sin_freq,3,random_joint,3,1003,2003,16,rmse,0.2619086167892786,test_rmse,0.2546002343172466,0.2546002343172466,0.2132296004794409,,,16,16,0,0,0,16,budget_exhausted,6,5,4,4,26,8,,,,,
E1,sin_freq,3,random_joint,4,1004,2004,16,rmse,0.28976073116966433,test_rmse,0.29800984348032117,0.29800984348032117,0.24419417314264824,,,16,16,0,0,0,16,budget_exhausted,3,3,1,2,12,2,,,,,
E1,sin_freq,3,random_joint,5,1005,2005,16,rmse,0.27822857966042114,test_rmse,0.28519791619330415,0.28519791619330415,0.24239012999548898,,,16,16,0,0,0,16,budget_exhausted,6,5,3,5,25,6,,,,,
E1,sin_freq,3,random_joint,6,1006,2006,16,rmse,0.2658410936748764,test_rmse,0.2691604914214972,0.2691604914214972,0.22518328101733195,,,16,16,0,0,0,16,budget_exhausted,2,2,1,1,10,2,,,,,
E1,sin_freq,3,random_joint,7,1007,2007,16,rmse,0.20675683623168023,test_rmse,0.2108801559647151,0.2108801559647151,0.18309069700177555,,,16,16,0,0,0,16,budget_exhausted,5,3,2,4,11,4,,,,,
E1,sin_freq,3,random_joint,8,1008,2008,16,rmse,0.2490541888975737,test_rmse,0.24939251273924962,0.24939251273924962,0.20936523482708738,,,16,16,0,0,0,16,budget_exhausted,2,2,1,1,10,2,,,,,
E1,sin_freq,3,random_joint,9,1009,2009,16,rmse,0.2791049898840429,test_rmse,0.27177099567439145,0.27177099567439145,0.2262716546135949,,,16,16,0,0,0,16,budget_exhausted,5,4,1,3,8,2,,,,,
E1,sin_freq,5,evolutionary_joint,0,1000,2000,16,rmse,0.280615429699172,test_rmse,0.29466596009917306,0.29466596009917306,0.25441395692688373,,,22,16,0,6,0,16,budget_exhausted,6,3,4,5,14,8,,,,,
E1,sin_freq,5,evolutionary_joint,1,1001,2001,16,rmse,0.29829681881663966,test_rmse,0.29188400515512103,0.29188400515512103,0.24976070412017806,,,20,16,0,4,0,16,budget_exhausted,4,3,1,3,5,2,,,,,
E1,sin_freq,5,evolutionary_joint,2,1002,2002,16,rmse,0.2854358979869787,test_rmse,0.2910780157279909,0.2910780157279909,0.24990311434978635,,,23,16,0,7,0,16,budget_exhausted,2,2,0,1,1,0,,,,,
