experiment,task,n_qubits,arm,replicate,data_seed,search_seed,budget_unique,val_metric_name,val_metric_value,primary_test_metric,primary_test_value,test_rmse,test_mae,test_auc,test_brier,num_proposed,num_valid,num_invalid,num_duplicate,num_failed,num_unique,stop_reason,logical_gate_count,logical_depth,two_qubit_count,parameter_count,transpiled_depth_line,transpiled_2q_line,llm_calls,llm_tokens,llm_cost_usd,llm_mock,model_snapshot
E1,sin_freq,5,evolutionary_joint,3,1003,2003,16,rmse,0.29182454682433984,test_rmse,0.2871790163714794,0.2871790163714794,0.24635141770110008,,,18,16,0,2,0,16,budget_exhausted,6,4,5,5,30,13,,,,,
E1,sin_freq,5,evolutionary_joint,4,1004,2004,16,rmse,0.2978077989232273,test_rmse,0.29431668725655,0.29431668725655,0.25288033772076307,,,16,16,0,0,0,16,budget_exhausted,3,2,1,2,4,2,,,,,
E1,sin_freq,5,evolutionary_joint,5,1005,2005,16,rmse,0.29224439688589754,test_rmse,0.29456639120853584,0.29456639120853584,0.25222539104705743,,,18,16,0,2,0,16,budget_exhausted,2,2,0,1,1,0,,,,,
E1,sin_freq,5,evolutionary_joint,6,1006,2006,16,rmse,0.288425874247735,test_rmse,0.2967332613871821,0.2967332613871821,0.2553452931819553,,,22,16,0,6,0,16,budget_exhausted,3,3,2,2,10,4,,,,,
E1,sin_freq,5,evolutionary_joint,7,1007,2007,16,rmse,0.2927210305673535,test_rmse,0.2936187006006305,0.2936187006006305,0.2526212897790616,,,16,16,0,0,0,16,budget_exhausted,5,5,3,4,21,6,,,,,
E1,sin_freq,5,evolutionary_joint,8,1008,2008,16,rmse,0.29176315072154724,test_rmse,0.2887799899831743,0.2887799899831743,0.2487445641214588,,,20,16,0,4,0,16,budget_exhausted,4,3,3,3,10,6,,,,,
E1,sin_freq,5,evolutionary_joint,9,1009,2009,16,rmse,0.27755198318322016,test_rmse,0.2903918980910028,0.2903918980910028,0.2509521991055474,,,19,16,0,3,0,16,budget_exhausted,5,4,3,4,17,6,,,,,
E1,sin_freq,5,random_joint,0,1000,2000,16,rmse,0.280615429699172,test_rmse,0.29466596009917306,0.29466596009917306,0.25441395692688373,,,16,16,0,0,0,16,budget_exhausted,2,2,1,1,4,2,,,,,
E1,sin_freq,5,random_joint,1,1001,2001,16,rmse,0.287957373190562,test_rmse,0.2907381539134043,0.2907381539134043,0.24543687000583045,,,16,16,0,0,0,16,budget_exhausted,4,4,3,3,19,6,,,,,
E1,sin_freq,5,random_joint,2,1002,2002,16,rmse,0.28374363287331544,test_rmse,0.28866553458932814,0.28866553458932814,0.25043103673039824,,,16,16,0,0,0,16,budget_exhausted,5,3,2,4,16,4,,,,,
E1,sin_freq,5,random_joint,3,1003,2003,16,rmse,0.28491125375779985,test_rmse,0.2978795708608738,0.2978795708608738,0.2556463280574517,,,16,16,0,0,0,16,budget_exhausted,4,3,3,3,19,6,,,,,
E1,sin_freq,5,random_joint,4,1004,2004,16,rmse,0.2933052171905327,test_rmse,0.29024930117672265,0.29024930117672265,0.2507293451225421,,,16,16,0,0,0,16,budget_exhausted,6,4,2,4,11,4,,,,,
E1,sin_freq,5,random_joint,5,1005,2005,16,rmse,0.2866089061688967,test_rmse,0.29362151236093587,0.29362151236093587,0.2549826288035696,,,16,16,0,0,0,16,budget_exhausted,3,3,2,2,16,4,,,,,
E1,sin_freq,5,random_joint,6,1006,2006,16,rmse,0.28769369662976496,test_rmse,0.2999071565335095,0.2999071565335095,0.2569495663087176,,,16,16,0,0,0,16,budget_exhausted,6,5,4,4,33,11,,,,,
E1,sin_freq,5,random_joint,7,1007,2007,16,rmse,0.28875082206548325,test_rmse,0.2891551513066438,0.2891551513066438,0.2503993091476651,,,16,16,0,0,0,16,budget_exhausted,2,2,0,1,5,0,,,,,
E1,sin_freq,5,random_joint,8,1008,2008,16,rmse,0.29176315072154724,test_rmse,0.2887799899831743,0.2887799899831743,0.2487445641214588,,,16,16,0,0,0,16,budget_exhausted,2,2,1,1,10,2,,,,,
E1,sin_freq,5,random_joint,9,1009,2009,16,rmse,0.2828509441166017,test_rmse,0.2907714942969576,0.2907714942969576,0.25306859896497524,,,16,16,0,0,0,16,budget_exhausted,4,3,1,1,13,2,,,,,
