split,structural_hash,encoding_type,n_qubits,depth,gate_count,two_qubit_gate_count,embed_params,quantum_params,head_params,total_trainable_params,val_rmse,wall_clock_seconds
0,28c25a69d935,angle,4,11,27,7,88,12,5,105,0.021541002652388216,0.9895
0,293cc854ffbe,angle,4,4,16,0,88,12,5,105,0.042419718264694796,0.9395
0,294ab4c83231,angle,4,13,16,12,88,12,5,105,0.04196864225650296,0.9099
0,2a4ef2eef41d,angle,4,11,23,7,88,12,5,105,0.018290774196366072,0.8185
0,2afe90d0e6f0,angle,4,12,24,8,88,12,5,105,0.03884813702441605,1.0093
0,2cd183b329d6,angle,4,7,16,4,88,12,5,105,0.03921670519243635,0.859
0,2cd183b329d6,angle,4,7,16,4,88,12,5,105,0.05302045174058466,0.7848
0,2cefa9c14a2f,angle,4,14,25,13,88,12,5,105,0.04283005116434981,1.0263
0,2d9b307ebc54,angle,4,15,24,12,88,12,5,105,0.02715479128187205,1.0615
0,2e67f4f8e425,angle,4,12,24,8,88,12,5,105,0.03695863512525599,1.5563
0,2eaa94d1ae79,angle,4,14,25,13,88,12,5,105,0.017776692126593403,0.9733
0,2ed6f3237b43,angle,4,9,27,3,88,12,5,105,0.038650837807024246,0.9624
0,2eefeeff5c11,angle,4,11,23,7,88,12,5,105,0.027732906172158258,0.8775
0,2f32cd0a3c4d,angle,4,16,26,14,88,12,5,105,0.018171333826746756,1.0688
0,2f4ff3399f94,angle,4,14,23,11,88,12,5,105,0.04092491933951057,1.0481
0,2fc1a7e551c0,angle,4,11,23,7,88,12,5,105,0.022463747832018384,1.024
0,30a7e816eb44,angle,4,15,25,13,88,12,5,105,0.026980428310319413,1.091
0,313beb228912,angle,4,7,19,3,88,12,5,105,0.02285019691478556,0.8153
0,313beb228912,angle,4,7,19,3,88,12,5,105,0.035574556960399094,0.748
0,32063825c19b,angle,4,8,20,4,88,12,5,105,0.02325422080711933,0.7962
0,3311c1f7621b,angle,4,11,23,7,88,12,5,105,0.02340627843282501,0.917
0,331fa36366c6,angle,4,16,25,13,88,12,5,105,0.028621560715461066,1.0076
0,333ab963d46a,angle,4,21,27,19,88,12,5,105,0.030021759594393974,1.1751
0,334efc4fcf23,angle,4,16,22,14,88,12,5,105,0.024342231698611404,0.9693
0,33d5aafc3cc0,angle,4,7,19,3,88,12,5,105,0.018473128439431767,0.7917
0,341f95729a69,angle,4,13,26,10,88,12,5,105,0.024425256335270026,0.9475
0,349841653b13,angle,4,15,27,11,88,12,5,105,0.014366761457167006,1.0071
0,34b37d1ec730,angle,4,13,26,10,88,12,5,105,0.032379650826974964,1.0327
0,34f123fd3ec6,angle,4,13,28,8,88,12,5,105,0.0365662325159432,1.0349
0,35702fdb3733,angle,4,16,26,14,88,12,5,105,0.021184369441726043,1.0031
0,35db80de5ba2,angle,4,5,20,0,88,12,5,105,0.03387849311191839,0.9013
0,35db80de5ba2,angle,4,5,20,0,88,12,5,105,0.03400807152565838,0.8115
0,38027171551f,angle,4,7,19,3,88,12,5,105,0.028930162257231003,0.795
0,39d826a64d6e,angle,4,12,24,8,88,12,5,105,0.030152942367682477,1.0036
0,3b5295f798ae,angle,4,12,27,7,88,12,5,105,0.021988269671347885,0.9875
0,3b7c3105dcd1,angle,4,4,16,0,88,12,5,105,0.040419182689461486,0.7578
0,3b7c3105dcd1,angle,4,4,16,0,88,12,5,105,0.033453981054015806,0.7307
0,3b7c3105dcd1,angle,4,4,16,0,88,12,5,105,0.038926435863417104,0.7284
0,3bdb74a459a0,angle,4,7,19,3,88,12,5,105,0.022200509285669984,0.8094
0,3c440e336342,angle,4,7,19,3,88,12,5,105,0.02147747686433947,0.781
0,3d43e19c3796,angle,4,14,25,13,88,12,5,105,0.016688700194977316,0.9989
0,3d458c52a19c,angle,4,12,22,10,88,12,5,105,0.023455165578429648,0.9249
0,3dad662f670d,angle,4,7,19,3,88,12,5,105,0.01997628163338265,0.7583
0,3dad662f670d,angle,4,7,19,3,88,12,5,105,0.01547622322047631,0.8403
0,3dc4f3b3316b,angle,4,7,19,3,88,12,5,105,0.01884601539632699,0.8059
0,3f965b7c980c,angle,4,11,23,7,88,12,5,105,0.018057542209257434,0.9123
0,3fa44805a8fb,angle,4,11,25,9,88,12,5,105,0.016059471970871323,0.9045
