seed,method,candidate,order,phase,fallback,invalid_errors,edit_distance,strategy,val_loss,val_fid
0,Random,R1,1,explore,False,,,,0.6790329073392682,0.3209670926607317
0,Random,R2,2,explore,False,,,,0.4438519045962068,0.5561480954037932
0,Random,R3,3,explore,False,,,,0.2557496640701137,0.7442503359298863
0,Random,R4,4,explore,False,,,,0.5709042373322348,0.42909576266776517
0,Random,R5,5,explore,False,,,,0.2401654372282228,0.7598345627717772
0,Random,R6,6,explore,False,,,,0.632052309402418,0.367947690597582
0,Random,R7,7,explore,False,,,,0.5484163182563158,0.4515836817436842
0,Random,R8,8,explore,False,,,,0.24566145392773786,0.7543385460722621
0,Greedy,G1_warm,1,explore,False,,,,0.2967482078266276,0.7032517921733724
0,Greedy,G2_warm,2,explore,False,,,,0.6828882046927556,0.31711179530724437
0,Greedy,G3_warm,3,explore,False,,,,0.5218627695176852,0.4781372304823148
0,Greedy,G4_warm,4,explore,False,,,,0.6993742354756423,0.30062576452435774
0,Greedy,G5_acc,5,refine,False,,0.04166666666666663,,0.2555702645742589,0.7444297354257411
0,Greedy,G6_acc,6,refine,False,,0.04166666666666663,,0.2097710257737635,0.7902289742262365
0,Greedy,G7_rej,7,refine,False,,0.04166666666666663,,0.5545950636153198,0.4454049363846802
0,Greedy,G8_rej,8,refine,False,,0.04166666666666663,,0.20986484385547,0.79013515614453
0,LLM-Open,nn-real-l2r,1,explore,False,,,,0.10346609730958889,0.8965339026904111
0,LLM-Open,nn-real-r2l,2,explore,False,,,,0.090193892557763,0.909806107442237
0,LLM-Open,latent-pull-left,3,explore,False,,,,0.11588903062189593,0.8841109693781041
0,LLM-Open,latent-pull-right,4,explore,False,,,,0.055074176614555825,0.9449258233854442
0,LLM-Open,center-braid-real,5,explore,False,,,,0.1983309775648444,0.8016690224351556
0,LLM-Open,edge-to-center,6,explore,False,,,,0.05348472882577504,0.946515271174225
0,LLM-Open,mirror-stagger,7,explore,False,,,,0.1442658326369326,0.8557341673630674
0,LLM-Open,latent-anchored,8,explore,False,,,,0.13532151452179553,0.8646784854782045
1,Random,R1,1,explore,False,,,,0.4566485953248345,0.5433514046751655
1,Random,R2,2,explore,False,,,,0.5575611613771545,0.4424388386228455
1,Random,R3,3,explore,False,,,,0.4898396110420006,0.5101603889579994
1,Random,R4,4,explore,False,,,,0.5792602078624525,0.4207397921375476
1,Random,R5,5,explore,False,,,,0.5287372269590136,0.47126277304098646
1,Random,R6,6,explore,False,,,,0.2648183640521674,0.7351816359478326
1,Random,R7,7,explore,False,,,,0.5695817553566673,0.43041824464333267
1,Random,R8,8,explore,False,,,,0.1750139926827915,0.8249860073172085
1,Greedy,G1_warm,1,explore,False,,,,0.26901277869160933,0.7309872213083907
1,Greedy,G2_warm,2,explore,False,,,,0.4008856719084486,0.5991143280915514
1,Greedy,G3_warm,3,explore,False,,,,0.5442130856057423,0.4557869143942577
1,Greedy,G4_warm,4,explore,False,,,,0.24281146931830244,0.7571885306816976
1,Greedy,G5_rej,5,refine,False,,0.08333333333333337,,0.2429908559700551,0.7570091440299449
1,Greedy,G6_acc,6,refine,False,,0.08333333333333337,,0.24248685073265763,0.7575131492673424
1,Greedy,G7_rej,7,refine,False,,0.04166666666666663,,0.5897041026505909,0.4102958973494091
1,Greedy,G8_rej,8,refine,False,,0.04166666666666663,,0.24356619915330402,0.756433800846696
1,LLM-Open,nn-real-l2r,1,explore,False,,,,0.12707257879582323,0.8729274212041768
1,LLM-Open,nn-real-r2l,2,explore,False,,,,0.10628506989288289,0.8937149301071171
