task,n_qubits,arm,unique_evaluations,median_best_val,q25,q75
sin_freq,5,greedy_growth,12,0.2586264423548574,0.24170115753892174,0.2811708962753243
sin_freq,5,greedy_growth,13,0.2586264423548574,0.23940954986683952,0.28115629808568154
sin_freq,5,greedy_growth,14,0.24936402052427864,0.23873231463313896,0.2712453967934009
sin_freq,5,greedy_growth,15,0.24203453374968362,0.21105207862548145,0.2712453967934009
sin_freq,5,greedy_growth,16,0.2404999078698285,0.1676895770300562,0.2596193762537059
sin_freq,5,greedy_growth,17,0.21181875387660767,0.1658301349477898,0.24498566740428962
sin_freq,5,greedy_growth,18,0.19269082371999083,0.14656652974084114,0.2414599584327702
sin_freq,5,greedy_growth,19,0.1823751071385368,0.10617339878467656,0.23831566134028764
sin_freq,5,greedy_growth,20,0.15726309415189543,0.09429318258847753,0.2277242953408705
sin_freq,5,greedy_growth,21,0.15726309415189543,0.09429318258847753,0.2277242953408705
sin_freq,5,greedy_growth,22,0.15726309415189543,0.09135709433678896,0.20583766824821004
sin_freq,5,greedy_growth,23,0.15594217781559372,0.09135709433678896,0.2004042660063854
sin_freq,5,greedy_growth,24,0.11607225429971332,0.07763638360994986,0.1650898338306399
sin_freq,5,random_structure,1,0.2666141310013267,0.24729149374964107,0.2833908866508596
sin_freq,5,random_structure,2,0.23378945808455126,0.14672123808802767,0.26656722706693065
sin_freq,5,random_structure,3,0.2208102897753806,0.1310408343693686,0.255820432758066
sin_freq,5,random_structure,4,0.21591467623817684,0.1310408343693686,0.24697852118242625
sin_freq,5,random_structure,5,0.21591467623817684,0.1310408343693686,0.24697852118242625
sin_freq,5,random_structure,6,0.18154817610931565,0.130566552379332,0.24697852118242625
sin_freq,5,random_structure,7,0.17300277245705992,0.130566552379332,0.23596043439638806
sin_freq,5,random_structure,8,0.14738712338929177,0.08757286188496442,0.21236914957129913
sin_freq,5,random_structure,9,0.14738712338929177,0.08757286188496442,0.21236914957129913
sin_freq,5,random_structure,10,0.14303372124534697,0.0808911590887113,0.19097987464538937
sin_freq,5,random_structure,11,0.14303372124534697,0.0808911590887113,0.19097987464538937
sin_freq,5,random_structure,12,0.14303372124534697,0.0808911590887113,0.19097987464538937
sin_freq,5,random_structure,13,0.11579342232911431,0.0675364169700338,0.17757781174208848
sin_freq,5,random_structure,14,0.08622213370288304,0.0675364169700338,0.17540111067011607
sin_freq,5,random_structure,15,0.08622213370288304,0.0675364169700338,0.17540111067011607
sin_freq,5,random_structure,16,0.08622213370288304,0.0675364169700338,0.17540111067011607
sin_freq,5,random_structure,17,0.08622213370288304,0.0675364169700338,0.17540111067011607
sin_freq,5,random_structure,18,0.08622213370288304,0.06664303230711544,0.17540111067011607
sin_freq,5,random_structure,19,0.08622213370288304,0.06664303230711544,0.17540111067011607
sin_freq,5,random_structure,20,0.08470774364130126,0.06664303230711544,0.14765685805236506
sin_freq,5,random_structure,21,0.08470774364130126,0.06664303230711544,0.14765685805236506
sin_freq,5,random_structure,22,0.08470774364130126,0.06664303230711544,0.13585113825393064
sin_freq,5,random_structure,23,0.07440313415997413,0.06664303230711544,0.1163779182226607
sin_freq,5,random_structure,24,0.07440313415997413,0.06664303230711544,0.1163779182226607
