experiment,task,n_qubits,arm,replicate,data_seed,search_seed,budget_unique,val_metric_name,val_metric_value,primary_test_metric,primary_test_value,test_rmse,test_mae,test_auc,test_brier,num_proposed,num_valid,num_invalid,num_duplicate,num_failed,num_unique,stop_reason,logical_gate_count,logical_depth,two_qubit_count,parameter_count,transpiled_depth_line,transpiled_2q_line,llm_calls,llm_tokens,llm_cost_usd,llm_mock,model_snapshot
E2,change_point,5,evolutionary_structure,0,1000,2000,24,rmse,0.09569913405216496,test_rmse,0.09940819882982187,0.09940819882982187,0.07600023335511977,,,26,24,0,2,0,24,budget_exhausted,72,41,63,42,335,252,,,,,
E2,change_point,5,evolutionary_structure,1,1001,2001,24,rmse,0.10554966413668951,test_rmse,0.10268173489541896,0.10268173489541896,0.07752802108279971,,,26,24,0,2,0,24,budget_exhausted,32,20,15,26,115,62,,,,,
E2,change_point,5,evolutionary_structure,2,1002,2002,24,rmse,0.10666497780522385,test_rmse,0.10025282919700064,0.10025282919700064,0.07789205629862446,,,29,24,0,5,0,24,budget_exhausted,58,24,25,35,150,106,,,,,
E2,change_point,5,evolutionary_structure,3,1003,2003,24,rmse,0.10756308009196211,test_rmse,0.10275341144346385,0.10275341144346385,0.0795228067173302,,,34,24,0,10,0,24,budget_exhausted,55,27,31,29,146,114,,,,,
E2,change_point,5,evolutionary_structure,4,1004,2004,24,rmse,0.10202097850890308,test_rmse,0.10070674986437805,0.10070674986437805,0.0762048759959007,,,27,24,0,3,0,24,budget_exhausted,46,26,30,45,220,138,,,,,
E2,change_point,5,evolutionary_structure,5,1005,2005,24,rmse,0.10375363240443979,test_rmse,0.1082459648244588,0.1082459648244588,0.08041207910121242,,,25,24,0,1,0,24,budget_exhausted,53,26,32,23,142,94,,,,,
E2,change_point,5,evolutionary_structure,6,1006,2006,24,rmse,0.10439205279767125,test_rmse,0.0991402003680757,0.0991402003680757,0.0765829664470196,,,26,24,0,2,0,24,budget_exhausted,50,23,32,45,184,111,,,,,
E2,change_point,5,evolutionary_structure,7,1007,2007,24,rmse,0.10462368867811576,test_rmse,0.10190666298352452,0.10190666298352452,0.07792211352325913,,,29,24,0,5,0,24,budget_exhausted,51,27,40,42,256,148,,,,,
E2,change_point,5,evolutionary_structure,8,1008,2008,24,rmse,0.10835450518641801,test_rmse,0.10078054426347949,0.10078054426347949,0.07651084821259894,,,25,24,0,1,0,24,budget_exhausted,30,16,14,24,83,49,,,,,
E2,change_point,5,evolutionary_structure,9,1009,2009,24,rmse,0.09974427022518902,test_rmse,0.10381893799020149,0.10381893799020149,0.07727610463086008,,,26,24,0,2,0,24,budget_exhausted,45,22,25,35,112,87,,,,,
