structural_hash,encoding_type,n_qubits,encoding_inputs,n_measurements,depth,gate_count,two_qubit_gate_count,embed_params,quantum_params,head_params,total_trainable_params,val_rmse,wall_clock_seconds,train_seed
cf5aa1c95316,angle,4,4,4,14,22,14,88,12,5,105,0.032814780774235615,1.0481,2236175449
d04aed8c9fd7,angle,4,4,4,11,25,9,88,12,5,105,0.015147513891879977,0.9313,2667971364
d0505626bf76,angle,4,4,4,17,27,15,88,12,5,105,0.026207723888525318,1.3277,2867353147
d1b5248a49c2,angle,4,4,4,11,20,8,88,12,5,105,0.014917766430759618,0.8278,2912859875
d2117d539262,angle,4,4,4,11,22,10,88,12,5,105,0.022234428739247542,0.9328,1342353559
d28bc0c48242,angle,4,4,4,10,19,7,88,12,5,105,0.03238899441485344,0.8722,1652494209
d3a2faff38e1,angle,4,4,4,12,24,8,88,12,5,105,0.0201220921461476,0.9849,3194785541
d3de2b12f218,angle,4,4,4,14,26,10,88,12,5,105,0.014816270974189489,1.0148,1750136247
d45c1574c4c0,angle,4,4,4,5,20,0,88,12,5,105,0.033690603463488566,0.804,888084760
d4a0a85e103c,angle,4,4,4,14,27,11,88,12,5,105,0.03484817495726851,1.0088,2155565965
d5bb027f1e42,angle,4,4,4,10,22,6,88,12,5,105,0.021805224867061854,0.8538,554032368
d5c082b51b85,angle,4,4,4,9,19,7,88,12,5,105,0.03846259790444233,0.8661,3477140034
d74bdc03a332,angle,4,4,4,11,22,10,88,12,5,105,0.02468765047435431,0.9584,3969669316
d74db9a4233e,angle,4,4,4,11,25,9,88,12,5,105,0.02219680801274437,0.945,4236957370
d87f6b00d8b8,angle,4,4,4,7,19,3,88,12,5,105,0.03134765340074056,0.8553,3335574592
d885d2bef868,angle,4,4,4,10,16,8,88,12,5,105,0.029808251054353616,0.8658,925041493
d97ccd04f4f5,angle,4,4,4,7,16,4,88,12,5,105,0.03387263464881569,0.7745,150522451
d97ccd04f4f5,angle,4,4,4,7,16,4,88,12,5,105,0.03270195846285667,0.8188,2380768493
da87dd27fac1,angle,4,4,4,13,26,10,88,12,5,105,0.018399903455653014,1.0173,3895112010
dc63c6e12cac,angle,4,4,4,11,23,7,88,12,5,105,0.05193736830225432,0.9053,3941056762
dd3d12e5859e,angle,4,4,4,13,26,10,88,12,5,105,0.016642635777184996,1.0046,199107330
dd81f2617d89,angle,4,4,4,15,27,11,88,12,5,105,0.017983060527735795,1.0758,2238257616
de91c9f59a10,angle,4,4,4,10,22,6,88,12,5,105,0.017807392777339937,0.9362,3490891722
e1a6ea0952b4,angle,4,4,4,8,20,4,88,12,5,105,0.030834435185527306,0.8312,1000039411
e425705d298f,angle,4,4,4,10,26,6,88,12,5,105,0.026202579154977812,1.0152,1174773788
e556967495b4,angle,4,4,4,7,19,3,88,12,5,105,0.02295759881953187,0.8089,3969280928
e603adab834b,angle,4,4,4,8,20,4,88,12,5,105,0.02896403327331536,0.8335,3369892175
e63d377f086f,angle,4,4,4,7,19,3,88,12,5,105,0.021424219615612958,0.887,362623125
e69df03d0c42,angle,4,4,4,8,23,3,88,12,5,105,0.03796260526954221,0.9496,1468834508
e6ef0fc23911,angle,4,4,4,4,16,0,88,12,5,105,0.030220348748329698,0.709,3409543911
e6ef0fc23911,angle,4,4,4,4,16,0,88,12,5,105,0.03192912297189905,0.7097,3427582414
e7a113149909,angle,4,4,4,12,19,11,88,12,5,105,0.022536221079666775,1.0866,249291883
e81848951b36,angle,4,4,4,7,19,3,88,12,5,105,0.024462353600279405,0.7636,286468623
e896380eb96d,angle,4,4,4,15,27,11,88,12,5,105,0.02346517278887933,1.0095,2973857533
e8e8325475cb,angle,4,4,4,17,26,14,88,12,5,105,0.03524150585460535,1.0412,3557139009
ec3d3cfa1e99,angle,4,4,4,13,19,11,88,12,5,105,0.020926942690526324,0.8663,1589094952
ed9992583ace,angle,4,4,4,14,27,11,88,12,5,105,0.019702861794501793,1.0868,1220907255
edb832558599,angle,4,4,4,10,19,7,88,12,5,105,0.02876183137389855,0.8664,2546309005
ef34cf24eca2,angle,4,4,4,14,26,10,88,12,5,105,0.030162496271362332,0.9661,1919273165
ef8277207a3f,angle,4,4,4,15,22,14,88,12,5,105,0.01929588248032753,1.0555,406366609
effb0556a789,angle,4,4,4,11,23,7,88,12,5,105,0.028402689305322287,0.9544,3266788342
f01b47bd0a4e,angle,4,4,4,4,16,0,88,12,5,105,0.03390289630520425,0.7323,3652371771
f04544d5256f,angle,4,4,4,12,22,10,88,12,5,105,0.02431962786948298,1.0191,424080519
f09b9134f4c8,angle,4,4,4,13,26,10,88,12,5,105,0.02272260691025374,1.0819,1375169410
f09fa77b3969,angle,4,4,4,14,26,10,88,12,5,105,0.02973420595296585,1.042,782177158
f0f54d37bab2,angle,4,4,4,4,16,0,88,12,5,105,0.0282314618461412,0.7371,3957783655
f1782ff7234c,angle,4,4,4,7,19,3,88,12,5,105,0.021817300410818904,0.8542,4257944886
f2033f1da9f0,angle,4,4,4,11,23,7,88,12,5,105,0.022073537879459728,0.9413,32029393
f461e800bb9b,angle,4,4,4,12,24,8,88,12,5,105,0.015763946271228818,1.0012,2954870231
f4950b53c515,angle,4,4,4,10,22,6,88,12,5,105,0.024939958971340843,0.9287,205052611
f4cb7a4c121f,angle,4,4,4,11,23,7,88,12,5,105,0.02755550523689388,0.8724,2040566611
f521e347e067,angle,4,4,4,13,26,10,88,12,5,105,0.017096754558060888,0.9366,2779832886
f5c22e9e174c,angle,4,4,4,13,22,10,88,12,5,105,0.01958990113897311,0.9279,2972880457
f6d5cf7986b4,angle,4,4,4,15,26,14,88,12,5,105,0.023122284796769043,1.0363,3001737126
f7d45e3155b1,angle,4,4,4,17,26,14,88,12,5,105,0.02099123840602662,1.0709,3112708109
f7f82da2af20,angle,4,4,4,13,26,10,88,12,5,105,0.020530219313677274,0.9874,4081004253
f807f337afdd,angle,4,4,4,8,20,4,88,12,5,105,0.019111435338240047,0.8862,2589721346
f807f337afdd,angle,4,4,4,8,20,4,88,12,5,105,0.021189751632272897,0.8287,3160100588
fadef7f4fb6f,angle,4,4,4,11,23,7,88,12,5,105,0.02664852052997947,0.9241,1104917841
fbc729936e8a,angle,4,4,4,10,19,7,88,12,5,105,0.02673427146902714,0.8681,2616151589
fd3a4c66b0ba,angle,4,4,4,10,22,6,88,12,5,105,0.02567098649856957,0.8079,3610159995
fe55878266ac,angle,4,4,4,8,23,3,88,12,5,105,0.01981380589985131,1.1033,4079039329
ff2f9a8f2620,angle,4,4,4,14,26,10,88,12,5,105,0.03358209893930352,0.9923,2971292461
