task,n_qubits,arm,unique_evaluations,median_best_val,q25,q75
sin_freq,3,evolutionary_structure,1,0.29770568433572425,0.2928091323988546,0.3191355224221093
sin_freq,3,evolutionary_structure,2,0.19708049685401643,0.1776271235643052,0.2901682209559983
sin_freq,3,evolutionary_structure,3,0.19479621120868726,0.1776271235643052,0.2901682209559983
sin_freq,3,evolutionary_structure,4,0.18719875190733898,0.1776271235643052,0.19479621120868726
sin_freq,3,evolutionary_structure,5,0.18719875190733898,0.1776271235643052,0.19479621120868726
sin_freq,3,evolutionary_structure,6,0.18719875190733898,0.17713190671439505,0.19479621120868726
sin_freq,3,evolutionary_structure,7,0.17670981954257678,0.09562269641833582,0.18719875190733898
sin_freq,3,evolutionary_structure,8,0.17670981954257678,0.09562269641833582,0.18719875190733898
sin_freq,3,evolutionary_structure,9,0.17670981954257678,0.09562269641833582,0.18719875190733898
sin_freq,3,evolutionary_structure,10,0.17670981954257678,0.09562269641833582,0.18719875190733898
sin_freq,3,evolutionary_structure,11,0.174056513793038,0.09562269641833582,0.17670981954257678
sin_freq,3,evolutionary_structure,12,0.13650601667141668,0.09562269641833582,0.174056513793038
sin_freq,3,evolutionary_structure,13,0.09562269641833582,0.08340732548691343,0.12224746783095253
sin_freq,3,evolutionary_structure,14,0.09562269641833582,0.08340732548691343,0.12224746783095253
sin_freq,3,evolutionary_structure,15,0.09562269641833582,0.08340732548691343,0.12224746783095253
sin_freq,3,evolutionary_structure,16,0.09164087593692359,0.08339775836029838,0.12224746783095253
sin_freq,3,random_structure,1,0.1365130110882656,0.10203039067457916,0.1756253931795825
sin_freq,3,random_structure,2,0.10203039067457916,0.09415465254155359,0.1756253931795825
sin_freq,3,random_structure,3,0.10203039067457916,0.09415465254155359,0.1756253931795825
sin_freq,3,random_structure,4,0.10203039067457916,0.09415465254155359,0.15799750847454325
sin_freq,3,random_structure,5,0.10203039067457916,0.09415465254155359,0.13496277996620426
sin_freq,3,random_structure,6,0.10203039067457916,0.09415465254155359,0.13155207881224543
sin_freq,3,random_structure,7,0.10203039067457916,0.09415465254155359,0.13155207881224543
sin_freq,3,random_structure,8,0.10203039067457916,0.09415465254155359,0.13155207881224543
sin_freq,3,random_structure,9,0.10203039067457916,0.09415465254155359,0.13155207881224543
sin_freq,3,random_structure,10,0.10203039067457916,0.09415465254155359,0.13155207881224543
sin_freq,3,random_structure,11,0.10203039067457916,0.09415465254155359,0.13155207881224543
sin_freq,3,random_structure,12,0.10203039067457916,0.09415465254155359,0.13155207881224543
sin_freq,3,random_structure,13,0.10203039067457916,0.07490676095500909,0.13155207881224543
sin_freq,3,random_structure,14,0.10203039067457916,0.07490676095500909,0.13155207881224543
sin_freq,3,random_structure,15,0.10203039067457916,0.07490676095500909,0.13155207881224543
sin_freq,3,random_structure,16,0.10203039067457916,0.07490676095500909,0.13155207881224543
