task,n_qubits,arm,unique_evaluations,median_best_val,q25,q75
sin_freq,6,evolutionary_structure,1,0.284858073750916,0.28223713445641363,0.2876618308194437
sin_freq,6,evolutionary_structure,2,0.26615422890289664,0.19062168836403898,0.2876618308194437
sin_freq,6,evolutionary_structure,3,0.26615422890289664,0.19062168836403898,0.2790658385580818
sin_freq,6,evolutionary_structure,4,0.19062168836403898,0.17452080867424613,0.27645268226996444
sin_freq,6,evolutionary_structure,5,0.19062168836403898,0.14094800769450266,0.19960308150267303
sin_freq,6,evolutionary_structure,6,0.19062168836403898,0.14094800769450266,0.19960308150267303
sin_freq,6,evolutionary_structure,7,0.19062168836403898,0.14094800769450266,0.19960308150267303
sin_freq,6,evolutionary_structure,8,0.14749309985270292,0.14094800769450266,0.19960308150267303
sin_freq,6,evolutionary_structure,9,0.14749309985270292,0.14094800769450266,0.19960308150267303
sin_freq,6,evolutionary_structure,10,0.14749309985270292,0.13404353277677158,0.19960308150267303
sin_freq,6,evolutionary_structure,11,0.14749309985270292,0.13404353277677158,0.19960308150267303
sin_freq,6,evolutionary_structure,12,0.14749309985270292,0.13404353277677158,0.19960308150267303
sin_freq,6,evolutionary_structure,13,0.13404353277677158,0.09213515547664586,0.14749309985270292
sin_freq,6,evolutionary_structure,14,0.09213515547664586,0.08331729670084773,0.13404353277677158
sin_freq,6,evolutionary_structure,15,0.09213515547664586,0.06662809336953461,0.13404353277677158
sin_freq,6,evolutionary_structure,16,0.09213515547664586,0.06662809336953461,0.13404353277677158
sin_freq,6,random_structure,1,0.28834160854357,0.2876039670798092,0.2884185794562658
sin_freq,6,random_structure,2,0.24619728858642984,0.22146144129499523,0.2805956164360359
sin_freq,6,random_structure,3,0.24619728858642984,0.22146144129499523,0.2805956164360359
sin_freq,6,random_structure,4,0.24619728858642984,0.22146144129499523,0.2704377772405924
sin_freq,6,random_structure,5,0.24619728858642984,0.22146144129499523,0.2681085203662564
sin_freq,6,random_structure,6,0.24456667493933318,0.22146144129499523,0.24619728858642984
sin_freq,6,random_structure,7,0.22146144129499523,0.13499147259476016,0.24456667493933318
sin_freq,6,random_structure,8,0.20670267614556642,0.13499147259476016,0.24456667493933318
sin_freq,6,random_structure,9,0.20670267614556642,0.07852789803694121,0.24456667493933318
sin_freq,6,random_structure,10,0.20670267614556642,0.07852789803694121,0.24456667493933318
sin_freq,6,random_structure,11,0.20670267614556642,0.07852789803694121,0.24456667493933318
sin_freq,6,random_structure,12,0.07947900553013114,0.07852789803694121,0.09940623118043558
sin_freq,6,random_structure,13,0.07947900553013114,0.07852789803694121,0.09940623118043558
sin_freq,6,random_structure,14,0.06903900358602795,0.062182345453668235,0.07947900553013114
sin_freq,6,random_structure,15,0.06779958612148891,0.062182345453668235,0.07947900553013114
sin_freq,6,random_structure,16,0.06779958612148891,0.062182345453668235,0.07947900553013114
