seed,method,candidate,order,phase,fallback,invalid_errors,edit_distance,strategy,train_loss,val_loss,test_loss,train_fid,val_fid,test_fid
0,Random,R1,1,explore,False,,,,0.5395637007098619,0.5346497756490278,0.5386613351646979,0.46043629929013813,0.4653502243509721,0.46133866483530206
0,Random,R2,2,explore,False,,,,0.1640394020094431,0.11572587609686236,0.14414975769841465,0.8359605979905569,0.8842741239031376,0.8558502423015854
0,Random,R3,3,explore,False,,,,0.22921287302530224,0.166148679097041,0.1961947693035253,0.7707871269746978,0.833851320902959,0.8038052306964747
0,Random,R4,4,explore,False,,,,0.2986612265377615,0.3436956139052705,0.3332055603364311,0.7013387734622385,0.6563043860947295,0.6667944396635689
0,Random,R5,5,explore,False,,,,0.3120777478505625,0.37319973166552145,0.36056705844451387,0.6879222521494375,0.6268002683344785,0.6394329415554861
0,Random,R6,6,explore,False,,,,0.5078950138815664,0.504739575249094,0.5081774646711753,0.49210498611843356,0.49526042475090604,0.4918225353288247
0,Random,R7,7,explore,False,,,,0.026255385853022783,0.017961958215002904,0.028230040413270263,0.9737446141469772,0.9820380417849971,0.9717699595867297
0,Random,R8,8,explore,False,,,,0.5138273757060677,0.5086732132664449,0.5141710734305327,0.48617262429393227,0.4913267867335552,0.48582892656946736
0,Greedy,G1_warm,1,explore,False,,,,0.16447715608410107,0.11643343789411509,0.1447755410908108,0.8355228439158989,0.8835665621058849,0.8552244589091892
0,Greedy,G2_warm,2,explore,False,,,,0.5302225255608903,0.5182511913863037,0.5310484352748026,0.46977747443910967,0.48174880861369623,0.4689515647251974
0,Greedy,G3_warm,3,explore,False,,,,0.17861391401791893,0.13484123195932296,0.15908719414381844,0.8213860859820811,0.865158768040677,0.8409128058561816
0,Greedy,G4_warm,4,explore,False,,,,0.2406885269574114,0.18437765196648925,0.2090567674716246,0.7593114730425886,0.8156223480335107,0.7909432325283754
0,Greedy,G5_rej,5,refine,False,,0.0625,,0.22021676836487813,0.1598983122530463,0.18901031883254116,0.7797832316351219,0.8401016877469537,0.8109896811674588
