seed,method,candidate,order,phase,fallback,invalid_errors,edit_distance,strategy,train_loss,val_loss,test_loss,train_fid,val_fid,test_fid
0,Greedy,G6_acc,6,refine,False,,0.04166666666666663,,0.2915911083715419,0.2097710257737635,0.24672445879477656,0.7084088916284581,0.7902289742262365,0.7532755412052234
0,LLM-Closed,nn-real-latent-split,8,refine,False,,0.625,topology_redesign,0.07911996036729829,0.056081914127673826,0.07845122539787841,0.9208800396327017,0.9439180858723262,0.9215487746021216
0,LLM-Open,edge-to-center,6,explore,False,,,,0.07012788186958352,0.05348472882577504,0.07410836798088505,0.9298721181304165,0.946515271174225,0.925891632019115
0,Random,R5,5,explore,False,,,,0.3208551742020066,0.2401654372282228,0.27407895417177697,0.6791448257979934,0.7598345627717772,0.725921045828223
1,Greedy,G6_acc,6,refine,False,,0.08333333333333337,,0.3338687018323018,0.24248685073265763,0.3236951563955526,0.6661312981676982,0.7575131492673424,0.6763048436044474
1,LLM-Closed,nn-real-latent-cut,6,refine,False,,0.29166666666666663,topology_redesign,0.11115594970175657,0.09870778747135345,0.10955565920816923,0.8888440502982434,0.9012922125286466,0.8904443407918308
1,LLM-Open,latent-pull-right,4,explore,False,,,,0.08215318043467112,0.0764673146268442,0.08212796967348479,0.9178468195653289,0.9235326853731558,0.9178720303265152
1,Random,R8,8,explore,False,,,,0.23215024062712508,0.1750139926827915,0.22562603673253712,0.7678497593728749,0.8249860073172085,0.7743739632674629
2,Greedy,G5_acc,5,refine,False,,0.04166666666666663,,0.353974404856793,0.36113093078325387,0.36277281082223123,0.646025595143207,0.6388690692167461,0.6372271891777688
2,LLM-Closed,nn-chain-latent-swap,8,refine,False,,0.625,topology_redesign,0.07343265475960159,0.16295423162546874,0.10935927832517978,0.9265673452403984,0.8370457683745313,0.8906407216748202
2,LLM-Open,edge-to-center,6,explore,False,,,,0.05320243058926888,0.12128151557360312,0.08014349523838837,0.9467975694107311,0.8787184844263969,0.9198565047616116
2,Random,R8,8,explore,False,,,,0.2408346320599799,0.22431809716877227,0.2435974053225407,0.7591653679400201,0.7756819028312277,0.7564025946774593
3,Greedy,G7_acc,7,refine,False,,0.04166666666666663,,0.24236968243326895,0.33087613676990035,0.2720907762850897,0.757630317566731,0.6691238632300996,0.7279092237149103
3,LLM-Closed,nn-real-latent-swap,5,refine,False,,1.0,topology_redesign,0.06840617270258254,0.13134624373018566,0.0942068464508663,0.9315938272974175,0.8686537562698143,0.9057931535491337
3,LLM-Open,edge-to-center,6,explore,False,,,,0.05263005690954681,0.10082388994670566,0.07273482157593769,0.9473699430904532,0.8991761100532943,0.9272651784240623
3,Random,R2,2,explore,False,,,,0.21865616045960634,0.2972345587718901,0.24714027757336654,0.7813438395403937,0.7027654412281099,0.7528597224266335
4,Greedy,G8_acc,8,refine,False,,0.04166666666666663,,0.2532496139746593,0.2875142792616231,0.2659799353922039,0.7467503860253407,0.7124857207383769,0.7340200646077961
4,LLM-Closed,nn-chain-real-ansatz,6,refine,False,,1.0,global_redesign,0.18385114410961423,0.2081911448038435,0.20032984687308564,0.8161488558903858,0.7918088551961565,0.7996701531269144
4,LLM-Open,edge-to-center,6,explore,False,,,,0.05814194683274976,0.0683757886462718,0.07190501845291197,0.9418580531672502,0.9316242113537282,0.928094981547088
4,Random,R5,5,explore,False,,,,0.3056851400425542,0.35081395572162577,0.3194436135423928,0.6943148599574458,0.6491860442783742,0.6805563864576072
5,Greedy,G8_acc,8,refine,False,,0.04166666666666663,,0.31942812232409945,0.2985722451829914,0.26431803793979847,0.6805718776759005,0.7014277548170086,0.7356819620602015
5,LLM-Closed,nn-latent-split-v1,6,refine,False,,0.33333333333333337,topology_redesign,0.23524366957058218,0.21958657304144635,0.1919684524125277,0.7647563304294178,0.7804134269585536,0.8080315475874723
5,LLM-Open,edge-to-center,6,explore,False,,,,0.08365282257159656,0.0788595625337809,0.07439948922625672,0.9163471774284034,0.9211404374662191,0.9256005107737433
5,Random,R1,1,explore,False,,,,0.2880614668755872,0.27757008858440135,0.2623114394266399,0.7119385331244128,0.7224299114155986,0.7376885605733601
6,Greedy,G7_acc,7,refine,False,,0.04166666666666663,,0.45429476214636644,0.41829649498706534,0.4704717777452493,0.5457052378536336,0.5817035050129347,0.5295282222547507
6,LLM-Closed,nn-chain-real-latent,8,refine,False,,0.5833333333333333,topology_redesign,0.1071010116877833,0.06209015110893146,0.12018462917918049,0.8928989883122167,0.9379098488910685,0.8798153708208195
6,LLM-Open,latent-pull-right,4,explore,False,,,,0.07562999757188305,0.036202663653810085,0.08949147798599744,0.924370002428117,0.9637973363461899,0.9105085220140026
6,Random,R5,5,explore,False,,,,0.285343449326522,0.16680559770838832,0.310377345402578,0.714656550673478,0.8331944022916117,0.689622654597422
