pair,split,seed,entangled_bae,product_bae,entangled_two_qubit,gate_count_mismatch,param_count_preserved,diff_product_minus_entangled
14,3,1,0.01388888888888884,0.02777777777777779,4,0,True,0.01388888888888895
14,3,2,0.01388888888888884,0.01388888888888884,4,0,True,0.0
15,3,0,0.01388888888888884,0.01388888888888884,3,-1,True,0.0
15,3,1,0.01388888888888884,0.01388888888888884,3,-1,True,0.0
15,3,2,0.02777777777777779,0.01388888888888884,3,-1,True,-0.01388888888888895
16,3,0,0.01388888888888884,0.02777777777777779,18,-2,True,0.01388888888888895
16,3,1,0.02777777777777779,0.02777777777777779,18,-2,True,0.0
16,3,2,0.014285714285714235,0.014285714285714235,18,-2,True,0.0
17,3,0,0.01388888888888884,0.01388888888888884,8,0,True,0.0
17,3,1,0.02777777777777779,0.01388888888888884,8,0,True,-0.01388888888888895
17,3,2,0.028174603174603186,0.028174603174603186,8,0,True,0.0
18,3,0,0.01388888888888884,0.01388888888888884,11,-1,True,0.0
18,3,1,0.02777777777777779,0.02777777777777779,11,-1,True,0.0
18,3,2,0.028174603174603186,0.014285714285714235,11,-1,True,-0.01388888888888895
19,3,0,0.014285714285714235,0.014285714285714235,3,-1,True,0.0
19,3,1,0.01388888888888884,0.01388888888888884,3,-1,True,0.0
19,3,2,0.01388888888888884,0.01388888888888884,3,-1,True,0.0
0,4,0,0.014285714285714235,0.014285714285714235,7,-1,True,0.0
0,4,1,0.0,0.0,7,-1,True,0.0
0,4,2,0.02857142857142858,0.014285714285714235,7,-1,True,-0.014285714285714346
1,4,0,0.014285714285714235,0.014285714285714235,14,-2,True,0.0
1,4,1,0.014285714285714235,0.014285714285714235,14,-2,True,0.0
1,4,2,0.014285714285714235,0.0,14,-2,True,-0.014285714285714235
2,4,0,0.0,0.0,19,-1,True,0.0
2,4,1,0.014285714285714235,0.014285714285714235,19,-1,True,0.0
2,4,2,0.0,0.014285714285714235,19,-1,True,0.014285714285714235
3,4,0,0.014285714285714235,0.014285714285714235,3,-1,True,0.0
3,4,1,0.014285714285714235,0.02857142857142858,3,-1,True,0.014285714285714346
3,4,2,0.014285714285714235,0.0,3,-1,True,-0.014285714285714235
