split,structural_hash,depth,gate_count,two_qubit_gate_count,total_trainable_params,val_logloss,wall_clock_seconds
0,185fb8c393f2,16,25,13,61,0.04658055785358749,1.4005
0,192f8a61a262,13,19,11,61,0.05518548517883654,1.3989
0,19f564e45cac,13,19,11,61,0.051086825895967324,1.285
0,1a466658c2cf,9,22,6,61,0.03480274417650102,1.2509
0,1b8f61fb12ab,14,27,11,61,0.05783940690408736,1.4602
0,1bdce3023e4f,11,23,7,61,0.042082781044928116,1.2702
0,1be17b8b08b8,9,19,7,61,0.06473712061139963,1.1861
0,1d16b5db316d,16,26,14,61,0.042008685616052435,1.5911
0,1dbbf95d0e30,10,22,6,61,0.0598028293475866,1.2319
0,1fcd0d0909d3,9,19,7,61,0.05149630806578142,1.3339
0,2039b6043638,11,20,8,61,0.05385993178419316,1.4393
0,2049ec9cc7bd,15,22,14,61,0.04248082012088818,1.3316
0,21265dc60d6e,10,22,6,61,0.04287554061558491,1.1937
0,21da5c74b28f,10,23,7,61,0.04093699547979775,1.2818
0,21fd27fc02ef,12,26,10,61,0.04818920408525458,1.2863
0,2216cbb95191,7,19,3,61,0.05304704019974565,1.1413
0,223bdd32245f,7,19,3,61,0.04047677318874902,1.1437
0,22d92a4329d5,7,19,3,61,0.034968342691445366,1.1267
0,22d92a4329d5,7,19,3,61,0.04722248114944924,1.2732
0,22e53edd9fb8,10,23,7,61,0.052935772040321016,1.3242
0,2487af5d22b7,17,26,14,61,0.047167366197992444,1.3716
0,24c4c8767a2b,11,25,9,61,0.055253297824057884,1.4356
0,2591f3b92dc0,12,27,7,61,0.04666761683710468,1.6018
0,2809196352c7,11,27,7,61,0.04844955643445338,1.4501
0,281455fc1020,7,19,3,61,0.04597169532496112,1.154
0,286b82e1c66e,9,22,6,61,0.06816545586200713,1.2998
0,293cc854ffbe,4,16,0,61,0.05809237422102097,0.9996
0,294ab4c83231,13,16,12,61,0.044710634106115144,1.3191
0,2a000e114ce3,13,28,8,61,0.057427639840794055,1.4469
0,2cd183b329d6,7,16,4,61,0.04526361915953898,1.1522
0,2cefd7aa8a3d,13,19,11,61,0.04933078634867852,1.2769
0,2e67f4f8e425,12,24,8,61,0.034452841147067,1.2779
0,2f32cd0a3c4d,16,26,14,61,0.04794281259983682,1.4118
0,3139560380ed,17,25,17,61,0.044735938784936265,1.4798
0,313beb228912,7,19,3,61,0.07243614931547754,1.0508
0,32063825c19b,8,20,4,61,0.05090948519026343,1.249
0,333ab963d46a,21,27,19,61,0.06313258736237809,1.5083
0,340ecfa9a099,14,26,10,61,0.040409736839189386,1.3196
0,34f123fd3ec6,13,28,8,61,0.049469840315706254,1.459
0,35db80de5ba2,5,20,0,61,0.04561914110918161,1.1609
0,35db80de5ba2,5,20,0,61,0.04248677966407683,1.2691
0,379f3e04fb26,15,24,12,61,0.05607993100842815,1.4471
0,380f3a951528,7,19,3,61,0.04197847404910133,1.1841
0,38f8eb0d62ba,15,27,11,61,0.05476306521662851,1.4331
0,39d826a64d6e,12,24,8,61,0.06190981118324731,1.4853
0,3b5295f798ae,12,27,7,61,0.06269821371438897,1.411
0,3b61e74762dd,15,27,11,61,0.041726112527230366,1.5283
0,3b7c3105dcd1,4,16,0,61,0.039547764905052324,1.123
0,3b7c3105dcd1,4,16,0,61,0.038188051081145986,0.9808
0,3bc4fcee9818,15,27,11,61,0.044726744817562364,1.3821
0,3bdb74a459a0,7,19,3,61,0.04136511326226523,1.165
0,3be70e756afe,17,26,14,61,0.05675782324571364,1.3022
0,3c440e336342,7,19,3,61,0.05491901991929308,1.1782
0,3dad662f670d,7,19,3,61,0.04694434226786813,1.094
0,3dc4f3b3316b,7,19,3,61,0.04440501960351956,1.0871
0,40ac935b79f7,7,19,3,61,0.04654187437340207,1.3734
0,4168a76c0744,4,16,0,61,0.06811342359945836,0.9456
0,41af7cfb0346,8,20,4,61,0.057025124130574006,1.2265
0,421fa80d34e8,9,22,6,61,0.03987601207769492,1.2248
0,424f11391ed6,7,19,3,61,0.05345593031641615,1.1436
0,426f7e467397,14,27,11,61,0.0464869004637275,1.9433
0,42a89b455fa3,7,19,3,61,0.03597657644101702,1.2728
0,43487fbeef2d,15,27,11,61,0.04742927650834997,1.396
0,43e4afecd68d,12,26,10,61,0.06448432162767853,1.3694
0,44cd4b89780c,16,28,12,61,0.025447507366171192,1.5546
0,45bf17ab53fe,16,28,12,61,0.049875138139287345,1.7288
0,4642ee0fe6a1,18,26,18,61,0.052539192736169076,1.4414
